budget,Date_FK,id_beneficiary_FK,id_category_FK
38722,8218,2600,21
34139,8949,2544,3
9482,8900,4724,3
15321,8712,2463,1
38722,8726,4705,3
37079,9116,2079,3
25707,8835,4286,1
8851,8639,357,21
10007,8865,,3
46044,8493,1650,23
2452,8991,348,1
20102,9462,188,21
5961,9092,1956,3
19163,8181,4939,3
43309,8747,4162,1
14679,9053,2493,1
43638,9487,194,23
31006,8668,376,3
38722,9415,,1
34316,8951,5,23
3265,8426,3967,23
42748,8822,3216,3
38722,8833,2075,3
31917,8766,3560,1
49141,9298,528,21
43025,9451,1984,23
38722,8737,3684,3
45642,9051,3169,1
38722,8837,2089,21
38722,8664,504,1
40355,8910,4263,21
17345,9177,3133,21
22527,8311,995,21
19554,8432,1047,1
35845,8371,,23
23402,8493,3922,21
24720,8967,,23
45185,8065,4786,23
42542,9209,2960,21
12875,9221,2718,1
17845,9050,4132,23
47445,9286,558,1
37844,8996,,3
5091,8528,1203,23
35043,8760,2224,3
43692,8582,4776,3
41624,8991,4499,3
21835,8398,1277,1
41323,8568,2471,1
46801,9112,4418,1
47673,8445,1427,23
32957,8936,913,1
24000,8971,2797,1
27649,8863,1734,21
25778,8212,1618,21
5132,9467,618,3
38300,8277,986,21
28800,9418,3929,21
26774,8192,2557,3
31437,9325,2111,3
33377,9167,3735,1
7717,8944,4251,23
44620,8979,3737,23
36178,8390,1240,23
40167,8090,2395,3
5599,8941,,23
9426,9016,537,1
23666,9097,543,3
37527,9195,755,21
40561,8960,3738,21
31943,9403,1717,1
7369,8838,2562,23
16976,8432,1322,23
23857,8053,2006,23
16930,8395,271,1
7568,8651,2683,21
40043,9223,4677,23
30425,8513,16,21
24617,9384,4521,23
13856,8174,2702,3
21094,8432,4181,21
34791,8508,1928,21
28482,8652,,23
38722,8276,1590,21
9669,8955,223,3
25707,8084,1203,23
41369,8324,1433,1
18455,8472,411,23
29237,9026,490,3
38738,8461,973,3
7186,8074,4851,3
41317,9240,859,1
25188,9401,2863,23
38722,8909,3181,1
38722,8523,51,1
22412,9464,4267,21
2110,9472,2247,1
38722,8889,4044,23
18169,8246,981,1
23546,8717,4735,3
6374,9007,4886,1
25833,9309,4934,1
38722,8636,2597,21
46833,8074,4702,23
20833,8454,4670,1
2788,8189,880,1
6382,9392,148,21
41898,8467,1603,23
43940,9281,482,3
38722,8884,3045,1
15446,8741,2526,3
45378,9185,2462,1
40055,8579,2644,23
24348,8236,1336,3
48021,8718,2370,21
7536,9348,1631,23
38146,8040,3248,1
38722,9444,1272,23
5751,8717,4348,21
47933,9460,1183,23
793200,9091,2676,3
36378,8701,4987,3
38722,9151,195,21
15047,8459,424,3
25131,9173,4255,23
24250,8163,4516,21
6088,8561,964,23
378860,8154,1989,1
38722,8828,20,1
3438,9091,895,23
48430,8313,4148,23
155700,9230,,23
21861,8546,1197,21
38722,8920,829,23
11182,9454,502,21
5106,8156,993,3
22844,8560,898,21
8253,8667,1291,3
17416,8114,1111,23
45352,8193,3383,21
47815,9094,16,1
6047,9490,1005,1
28509,8818,3197,23
43633,8540,3181,3
34091,8637,3221,23
38722,9071,2162,21
44414,8151,4198,3
45166,9207,2808,1
48849,8052,1326,23
35387,8929,1249,21
22715,9044,4112,1
33142,8624,413,1
25424,8753,3057,1
23254,9167,3016,23
11975,8561,1152,23
10026,8443,1160,23
18333,9019,4641,3
38722,8368,624,3
43175,8389,1999,1
48119,8104,4020,23
34796,8537,3111,23
38722,8502,1135,1
38722,8486,927,1
14823,8905,1515,23
6482,8989,3042,1
23008,9300,3920,3
641600,9389,2505,1
37920,9312,4782,21
49236,8958,3301,23
45030,9364,522,1
14873,8954,3116,23
30602,8952,1784,3
38010,8090,928,21
7944,8615,2918,1
42615,8130,3962,3
1538,8328,4669,23
48512,9366,1723,3
37169,8660,3329,1
5874,8868,2519,21
45447,8883,3996,1
8502,9116,557,23
8205,9048,1052,21
16720,8440,,23
34802,8409,1723,3
27424,8656,3083,23
49546,8459,3783,23
43398,8746,2925,1
38722,9321,4331,21
38722,8608,3993,3
18068,9270,2514,23
16142,8456,428,21
19782,8850,957,21
8833,8192,4013,3
47979,8488,3799,21
19889,8934,3072,23
46892,8518,839,3
42981,9101,4060,21
22436,8284,2272,23
42148,9333,4893,21
30935,8098,,1
29964,8669,2764,23
38722,8077,851,3
18182,9001,4815,23
12495,8412,3129,23
38722,8566,2802,23
43318,8369,4081,1
31745,9126,1279,23
43603,8355,1770,23
29689,9071,194,3
38722,8600,2397,21
38410,8974,1282,23
47797,9443,4207,23
31233,9312,3598,3
12156,8149,961,3
49153,8835,1470,3
4880,8039,342,23
27015,8832,2751,1
36455,8595,1782,3
38722,8578,273,1
45394,9138,3309,21
49938,8156,1178,21
17053,8234,3820,1
21646,8807,4724,3
554420,9108,661,3
18734,8470,1471,3
3149,8132,645,3
45880,8969,1175,3
37789,9302,4151,23
38120,8856,1347,23
36437,8104,3860,21
44757,8959,968,1
38722,8460,1411,23
46025,8345,2983,3
11774,8990,,1
19777,8098,1533,3
18297,9432,3357,23
3270,8261,3426,3
7870,8787,1064,23
31610,8439,457,21
9668,8646,3159,1
41151,8108,597,21
4306,9287,2159,23
20251,8128,1626,23
33065,8104,3756,21
3154,8458,1947,3
30563,8598,2667,23
540640,9137,708,23
6572,8101,3219,23
48975,8418,4958,21
5671,8194,935,23
12777,9493,1463,21
39123,9259,1195,3
9568,9279,2022,23
36801,9167,3198,21
6677,8803,1310,3
44901,8782,3572,3
587380,9235,2316,3
4122,8435,3215,3
42648,9336,3397,21
35239,9356,3944,1
39590,8724,406,1
13216,9029,1653,1
46345,8069,1273,1
37720,8491,2170,1
10306,8479,3683,23
12570,9201,1179,3
45907,9477,4675,23
22478,9058,2019,3
48771,8541,1158,3
425500,9002,2832,1
41089,9328,617,21
44567,9244,4914,1
36013,8164,1894,3
26823,8933,2476,23
22581,8417,1115,23
26539,8311,1471,21
13148,8245,1951,23
10568,8234,1523,3
38139,8943,700,1
47178,8729,3458,1
1276,8392,4857,23
22298,8497,3491,21
965740,8735,1221,23
43035,8846,539,21
45577,8212,32,3
30718,9211,4402,1
18241,8712,3366,1
15241,9460,519,23
25786,8898,2910,23
38722,9225,,21
39358,8162,1617,3
25788,8664,854,23
38722,9402,1615,23
45555,8354,3426,1
11179,8282,2225,21
47412,8339,1524,1
45546,9359,1572,21
34633,9434,2109,3
30082,8966,1448,1
39726,9143,121,23
34168,8518,200,1
20557,8697,2604,3
43610,8450,1845,23
5288,8196,3119,1
16088,8437,,23
42170,8771,1992,3
42873,8377,3972,1
27880,8325,268,3
27087,8309,,23
37114,8392,2840,23
31203,9177,4622,1
44503,8211,3025,3
20224,8437,2640,23
17305,8730,4238,3
29417,8493,3163,23
6356,8916,2234,23
38722,9433,3134,3
31777,9057,34,21
28368,8804,1427,1
8079,9119,4,23
44453,9310,4867,3
28930,8325,730,23
37347,9292,3089,1
30084,9332,2113,21
33204,8066,4977,1
10425,8742,3712,1
22946,8039,3560,1
8352,8516,401,23
15856,8991,3906,21
23039,8938,4767,1
20285,8302,2889,1
26710,9423,4174,3
22632,8365,1556,3
8594,8341,3983,21
34537,8669,4390,23
46828,8784,4969,1
31359,8991,4193,23
26677,9383,2737,3
47702,8589,1607,21
28586,9066,3781,1
8593,8932,2806,3
40122,8747,3026,23
4123,9200,4117,23
44078,8576,501,3
40763,8982,2665,23
46513,8285,2452,3
15374,9196,1302,23
5667,8671,4750,1
27304,8834,4508,3
24640,8104,1302,23
49797,9030,162,21
14176,8982,410,3
30673,9386,2626,21
6040,8037,2897,21
38722,8616,1872,3
19382,8872,2228,1
8755,8165,4617,3
10931,9240,722,23
38722,8095,367,23
5195,8228,3652,23
12566,8149,2638,23
9293,9069,2069,1
41186,9049,2567,23
25690,8616,1900,21
13817,8540,3395,23
23455,8123,4600,23
14096,9182,1708,1
39119,8786,2382,3
8782,9435,1671,3
19658,9371,3719,1
8276,8348,4353,1
11459,8821,1543,21
42600,8269,4457,1
4981,8519,3270,3
38826,8049,2916,3
30473,8685,3466,23
21290,8167,2857,3
20135,8961,2040,21
39786,9473,137,23
44487,9065,472,3
15776,9334,2141,1
440440,8127,1567,1
41769,9018,1979,21
41295,9217,202,1
26096,9021,4258,3
13079,8692,4426,23
44898,8401,3205,21
35153,9479,4488,23
38722,8410,917,1
42580,9455,2541,23
20840,9164,4872,21
38722,8592,4501,1
631100,8423,842,3
48354,8971,1098,1
23570,9321,,3
117560,8464,867,23
48389,9347,449,1
10842,9260,3671,23
22412,8271,3796,3
4659,9048,1734,21
14621,8407,3826,1
26370,9127,968,3
11763,8892,1754,3
20850,8748,3260,23
23967,8167,4899,3
38722,9262,2433,23
5920,9057,3597,3
29022,8962,2858,3
28356,9077,2554,21
33617,9232,4069,23
32857,8695,2993,21
4424,9263,2295,21
23092,8803,2565,1
41386,8715,23,21
21342,8906,2926,21
38722,9154,3256,23
27688,9455,1806,21
34241,8412,2423,1
7698,8988,227,3
42903,8406,,1
15694,8394,2175,23
46871,8312,1995,21
22245,8233,4191,23
31411,9002,800,23
9621,8710,4475,3
21522,9331,2716,3
33782,8637,3550,1
39691,8750,1173,23
9747,9006,649,23
9503,9207,4491,1
6886,8655,2044,21
5146,8625,1957,21
14759,8089,441,1
21611,8614,4958,23
26526,8245,2206,21
100720,9480,3007,21
35067,9414,4919,23
38722,8219,1335,23
2094,8639,4468,3
42103,8870,3812,1
36860,8701,2547,23
8827,8284,3752,3
25226,8991,4746,21
25842,8097,760,21
44936,8601,824,23
12261,8574,3112,3
40383,8774,4409,23
11493,8163,1118,3
28253,9381,3184,23
37919,8552,171,21
35322,9055,89,1
12122,8762,223,3
8187,8998,4923,23
18128,9188,1642,21
14403,9198,4852,23
46397,9144,23,21
8405,8218,983,1
48242,9006,1708,3
14240,8518,3623,1
1816,8238,4930,21
28279,9081,4200,1
48490,9419,414,3
34258,8407,2310,23
35017,8526,4946,1
24151,8107,2792,3
41773,8067,4188,3
20310,8600,359,21
47301,9375,784,3
16634,9421,287,23
15690,8158,4702,21
12178,9345,1827,3
17117,9103,4103,21
11701,8133,1278,23
41186,9447,4531,21
25118,8864,3157,1
612020,8146,4212,1
9972,8308,3093,21
29357,9340,3186,3
10985,8298,2726,3
3872,8242,2100,23
40697,9447,222,23
39659,9190,4168,23
39368,8562,4865,23
29781,8640,452,3
19929,8664,3669,1
24640,9202,2154,1
26183,8617,3446,23
46466,9030,2396,1
49447,8686,2442,21
25832,8072,204,3
17384,8205,1272,23
6009,9257,4992,21
41465,8733,1759,3
32960,8308,1000,21
24727,8347,1345,1
21797,8040,2254,3
7418,9009,3730,3
10583,8646,2831,21
15190,8137,3520,1
16480,9257,3736,21
14745,8800,4350,1
23378,8424,2996,21
24355,9155,3401,3
15835,8216,3028,23
7559,9177,4324,1
9025,9269,4599,3
8871,9492,1106,23
862160,8559,2781,23
13325,8437,810,21
38722,9317,4630,1
45235,8416,1606,23
42067,8102,3765,1
15743,8431,1863,23
1249,9379,1399,21
21039,9066,3981,1
8787,8208,2997,3
33490,9142,4917,21
6119,8658,3857,3
11671,8632,1446,23
3445,9205,,1
10394,9143,4633,1
31376,9217,3324,21
24480,8152,432,1
25407,8079,3585,21
26549,9399,798,3
26491,9002,276,1
2267,8878,3863,23
21463,9009,4495,3
18703,8960,4480,1
4110,8256,4391,1
11416,8433,1099,21
22640,8228,1685,1
48191,8352,3610,3
2614,8822,4563,23
48362,9422,4717,3
11467,8842,4050,23
25645,8194,2433,1
25286,9255,1691,1
26223,8764,1299,23
14370,8560,3146,21
49847,8379,3194,21
5841,9355,2274,1
24308,8723,2411,3
38722,9454,2136,21
10654,9274,3076,1
18813,8207,328,21
46521,8631,1820,21
5528,8132,2812,21
16371,9196,754,3
7282,9346,2294,23
13029,8228,1751,23
42898,8161,4490,21
2753,9085,2886,23
33942,8496,2154,23
42526,8801,4706,21
38037,9493,2863,3
49080,8368,2485,1
14958,8380,3307,23
34759,9050,,23
46402,8964,3943,21
38722,8513,2733,1
714600,8864,3057,23
8098,9270,2322,3
28048,9359,,3
23033,8936,70,1
48438,9312,3160,23
13486,9182,3707,23
38722,8407,3083,3
38722,9329,2554,23
27696,8258,1292,21
47533,9381,1732,1
29008,9123,4656,21
48187,9489,327,23
38722,8971,278,3
38722,9029,831,21
35670,8976,,21
46746,8479,3410,1
38428,8953,4017,3
21285,8133,3275,1
42763,9371,2393,21
87540,9448,4208,1
15117,9326,3124,21
38722,9151,27,1
35514,8536,54,1
33743,8079,1151,3
9677,8383,343,3
21881,8110,4474,1
5467,9196,4818,23
166660,8819,4245,21
32251,8118,2307,1
41230,8204,1880,21
12761,8347,2108,21
9855,9245,996,21
38722,8259,162,21
11219,8555,2590,21
22419,8358,686,3
34964,8327,4300,23
4303,8992,17,23
12182,8552,3432,3
15107,8804,3793,1
42245,9067,1592,1
221360,8071,1068,3
1940,9110,3787,21
19354,8379,4544,21
1712,8436,2452,1
41117,8101,3420,21
26651,8931,260,21
42469,9489,2555,21
38722,9342,1008,21
28199,9256,2628,23
42808,8579,2820,21
31656,8278,,21
23581,8379,1430,3
35152,8987,1422,3
31699,8909,4377,23
42390,9060,3510,23
46127,9323,1550,1
48811,8094,2460,1
16314,8705,2942,23
14188,9169,1118,3
17307,8718,2860,3
26401,8368,2989,21
32737,8658,44,3
15488,9296,1654,1
16254,8992,639,1
24948,9023,2546,1
6842,8198,3117,1
11077,8761,1315,23
36967,8770,2768,21
3559,8168,2985,21
2486,8936,990,3
25290,9379,509,1
2994,8579,291,1
10118,8498,3073,1
23013,8629,1546,21
745620,9333,1620,21
11810,8948,823,3
6748,8199,2783,21
15986,9067,643,21
19108,8417,1098,23
39792,8807,3125,23
8341,8444,4148,3
49888,9055,4426,3
48596,8677,2915,1
35884,9008,4003,23
23023,9077,1327,21
43709,9280,1534,3
19857,9454,1241,23
180060,8267,971,21
8177,9006,2292,23
38722,9365,3606,23
47102,8815,3532,3
39964,8477,1977,23
48905,8103,2838,3
49380,8437,3025,3
27234,8967,1788,21
7914,8771,4349,23
48146,8102,959,1
5096,8286,2989,3
37515,8327,1019,3
23079,8915,1805,23
37254,9158,561,21
46633,9431,2866,1
19258,8393,3965,3
14954,8611,1022,3
38722,8352,4501,3
28570,9391,4575,21
20219,9459,843,23
21610,9383,387,3
38722,8761,3077,21
41367,9437,4478,3
21560,8847,,23
6159,9208,687,1
6711,9342,2558,23
2866,8293,3221,1
47961,8057,2047,21
12126,8793,1407,23
10477,8219,3269,23
7112,8163,4224,3
29690,9409,2633,23
38722,8444,2395,21
23080,8960,2384,21
8936,8638,822,23
33861,8859,3006,3
15528,8533,326,3
22791,8760,3309,21
4655,8156,191,23
30916,8818,3167,1
38722,8768,1213,23
28953,8133,3052,21
23684,8465,4067,23
18769,9365,1480,1
45072,9418,1602,23
38277,8617,2608,3
38722,8831,551,1
38722,8355,866,21
26393,9124,4854,1
15124,9228,3906,3
6323,9073,4580,3
7932,9131,790,3
28087,8236,3813,1
49301,8899,4190,1
3096,8919,1026,23
9266,8664,2735,1
9434,9295,3308,1
29605,8201,1646,21
6091,9295,2373,21
38313,8527,3496,21
12951,8742,4030,3
28726,8165,2626,3
29658,8905,904,23
26124,8261,784,21
22608,9456,4383,3
7094,8436,2735,3
2539,8617,2550,21
39846,9336,2669,21
30219,8642,2496,23
47455,8328,1784,21
41290,9387,2703,3
22363,9039,328,23
24026,8170,2543,3
44603,8147,2648,21
46436,9189,4469,3
33138,8637,641,21
15973,8375,,3
46618,9347,209,1
28782,8976,3650,3
28628,8787,350,3
38722,9330,4972,3
16276,8806,3721,21
38722,8231,1663,23
39365,8286,4258,1
13190,8149,2256,3
3305,8539,3911,3
49234,9031,,3
14838,8059,2306,21
29546,8234,3891,23
34343,9057,4309,21
36986,8660,2913,21
31490,9014,4906,23
6675,9269,550,21
43421,8147,1846,3
42852,8762,1089,3
33320,8851,4441,21
44272,9207,146,3
2368,8826,496,23
43039,8138,2143,3
38722,8381,3335,21
25505,8493,4611,3
19496,9012,4668,3
28366,8181,4647,23
11786,9246,2600,23
14500,8905,573,21
10402,9199,3087,21
10983,9340,2747,3
20662,8864,1857,23
8896,8441,2492,3
37600,9349,2008,23
38722,8140,4727,23
3788,8097,,23
45394,8477,,23
16967,8545,2449,3
42516,8165,1016,21
34592,9024,1331,21
5905,8997,1156,23
38722,8238,4056,1
9898,8584,663,3
47434,8214,163,23
48974,9437,657,3
38722,9444,4807,23
26525,9311,755,23
40998,8388,2875,23
32734,8905,4157,21
29565,8475,3675,23
31309,8985,4713,1
39714,8436,,1
38722,9016,93,21
1094,9361,1318,21
49271,8726,1606,23
1005,8058,4102,21
42754,8897,3471,23
23314,8666,4428,1
28171,8659,2227,21
40467,9468,4763,3
637080,9439,3049,23
49358,9125,2685,23
32726,8828,35,3
39010,8894,4140,1
8315,8344,3037,21
2249,8319,2507,21
16632,8801,4686,1
19431,8682,1904,21
7425,9204,3457,21
12620,9383,3511,21
1159,9174,3943,1
5605,8332,2236,21
8419,9378,3919,21
40521,9347,2014,3
34126,8438,4538,21
34578,8853,2831,3
34601,8953,4412,21
7717,8812,2044,3
22798,9337,3932,3
36613,8513,1091,23
38722,9107,4890,23
27468,8440,1446,23
39945,9300,4434,1
26861,8352,1517,21
36035,8152,3743,21
49562,9139,1876,21
46955,8191,4988,1
3975,9217,4108,21
38628,8503,1766,23
46360,8124,2100,3
10193,8150,1241,3
19327,9456,3192,3
23949,9135,4396,1
27794,8203,176,23
27228,8783,2167,3
31612,8454,3898,23
10661,9389,283,23
1736,9169,1857,23
34300,9459,222,1
38941,9242,3553,21
46007,9201,2565,23
38722,8706,236,23
21346,8993,4976,23
32966,8499,1924,23
26015,9303,504,1
32937,9212,3740,21
10333,8326,3104,23
48871,8700,280,3
1686,8059,491,23
32211,9289,4613,21
38722,9453,887,23
17524,9171,959,1
29497,8181,4080,1
38722,8148,2851,1
24982,8746,4796,3
44364,8331,2612,23
24325,8730,1042,3
6499,9208,3664,1
27347,8444,1954,1
37151,8925,3946,1
1869,9387,4897,21
25204,8063,3369,3
8338,8167,,21
3689,9066,3715,1
13500,9443,4345,3
10520,8680,4256,21
39207,9225,1106,21
38722,8517,4527,3
38722,8332,388,23
21998,8143,876,3
38418,9373,4476,23
24192,9118,2159,23
41190,8176,2232,23
2012,8532,2894,21
21175,9311,422,21
46045,8556,4338,23
31928,8854,225,3
48628,8797,4788,1
43514,8594,2955,1
1688,8320,2741,3
4449,9323,3546,21
38722,8774,171,23
34510,9355,3508,21
22615,9213,4694,21
46845,9232,3994,23
18468,8348,1563,1
22338,8206,150,21
39829,8319,4073,23
5669,8668,,3
6286,9332,3579,3
43469,9416,3687,21
13592,9167,2043,3
1487,9137,3031,23
11648,9130,1699,1
21230,8438,4219,3
30030,8351,2621,21
27437,9168,2734,1
37293,8138,1764,23
36682,8997,759,1
21576,9439,3720,23
38722,9338,3720,21
41697,9496,,1
35767,8271,2417,1
18766,8226,2069,23
38722,8109,2978,21
28199,8847,2380,23
21558,8518,1801,21
33612,9053,4952,23
41679,9303,1873,3
19057,8308,3506,1
12862,8915,883,23
35504,8235,4495,3
34864,8483,3065,1
14542,9385,633,3
1315,9074,2434,3
21101,9220,1400,21
12515,9307,3954,1
25920,9468,4568,21
11517,8746,4282,23
18915,8283,4060,23
418980,8953,227,23
30597,9013,855,21
49880,8871,4832,21
38469,8150,2369,3
18205,8291,4894,1
38722,8678,2371,3
7846,8301,1941,21
38722,8049,714,21
44964,9368,4972,23
8687,8703,4033,3
38722,8404,3123,23
41175,8928,3110,1
45884,8193,1867,21
13306,9097,1652,1
18506,9043,48,1
32913,8803,2451,1
23597,9230,4772,23
46257,8706,4446,3
32872,8822,1433,21
39978,8196,4384,1
17858,9102,3135,1
36447,8323,1601,3
43738,9254,144,21
21429,8825,27,23
329460,8051,2144,1
24436,8291,4192,1
6481,9018,234,1
12622,8810,3744,3
13015,9053,2655,21
4883,8462,368,21
22754,8570,1728,23
22454,8373,2132,23
39646,8741,1556,21
21003,8234,4813,23
38722,8898,508,21
957180,9187,,21
31608,8059,2117,1
43908,8271,2384,21
6972,9282,1640,1
29456,8672,2955,3
19909,8391,3382,1
9333,9359,1371,3
13408,8454,4991,21
41371,9360,3009,23
37850,8355,2284,21
24289,8681,3569,23
14228,8913,2844,21
30757,8201,1374,1
9363,8539,2920,21
14776,9430,604,3
20746,9084,2364,23
45295,8716,2364,21
37955,9495,4263,21
14120,8297,2346,23
15098,8430,2783,3
38722,8757,2348,3
25889,8080,4363,21
48432,9194,2096,3
31816,8770,3402,23
158140,8132,319,1
14981,8369,1146,1
14739,8781,,1
40079,8316,2125,23
7469,8296,1890,21
42150,8298,2617,23
14298,8254,2185,1
22092,9302,4045,21
37074,8103,1022,1
42868,9277,3463,3
36175,8437,1558,21
23131,8587,1701,1
13599,9189,288,1
23362,9199,1641,3
47085,8762,,23
30757,9182,1325,21
42287,8410,3519,23
392480,9421,4376,1
29415,8197,102,23
32568,8931,4666,21
38449,8482,4666,1
43341,9322,2236,21
26478,8517,4904,1
46608,8110,2968,1
23075,8706,1784,21
30693,8455,281,21
9556,9251,3560,21
33874,9128,1742,23
5561,8367,3319,1
24234,8209,3782,23
14549,8861,1647,23
122460,8761,371,1
14428,9391,,21
38569,9178,4490,23
26103,9281,4272,23
20621,8366,4648,23
19123,8379,2832,3
47347,9159,1139,21
43119,8047,4519,1
3916,8134,2597,1
24479,9180,1984,1
45204,9325,4927,3
46091,8485,592,23
12968,8880,2624,3
46356,8485,2338,3
38722,8851,1037,23
352260,8208,1133,23
25078,9206,4325,21
43686,9318,4122,21
251900,8237,,1
10988,8823,1308,23
38722,9036,4981,1
31673,8068,2933,3
7652,9442,613,1
31748,8473,450,21
9865,8754,4087,3
40227,9125,1931,23
31651,8744,3013,3
13996,9045,2649,1
26087,8888,551,23
38722,8520,2923,1
6992,9067,4419,23
46374,8325,1618,21
38722,8471,1691,1
43076,8674,2022,1
5985,8817,3107,3
29318,8461,1604,21
22541,8654,4220,3
42871,8322,2530,3
34522,8419,4655,21
14875,9257,3590,23
30889,8528,2839,3
12552,9281,2411,21
1427,8627,626,3
22198,8355,4121,21
287860,8963,,1
27206,9055,,3
38429,8246,1028,23
25931,9324,2438,21
11953,8349,3328,3
18137,8620,3426,21
34401,9022,3923,21
44195,9018,3166,3
40050,9489,1905,1
14508,9036,776,3
612700,9349,989,21
40519,8181,771,23
36393,8668,3461,23
9072,8122,4778,23
22383,8344,4223,21
13053,9064,3310,23
5694,8210,3134,21
5583,8791,1295,3
48953,8962,4483,1
34074,8125,1567,1
4594,8492,584,21
6134,8318,1139,1
16358,9317,4697,23
22663,8236,4855,3
42033,8109,1614,3
3995,8533,,3
15700,9301,865,1
46792,8530,3847,21
16967,9391,3597,3
37129,8835,2015,3
533140,9166,1067,3
39873,8872,2095,23
45977,9079,2219,21
279460,8862,3131,1
35592,9421,4637,23
41265,9240,1157,21
4300,9245,1708,1
1661,9097,4793,3
8840,8209,619,1
46924,8934,1598,3
2385,8039,4682,23
23266,8615,3613,3
7345,9246,1164,1
47278,9367,3354,1
6666,9249,1466,21
18891,9101,940,23
43911,8513,1605,1
662260,8692,627,23
3468,8878,3395,3
48799,8585,1054,23
24601,9130,686,23
29287,9046,3370,1
19538,8606,4100,21
19002,8254,481,3
7584,8401,2773,1
35171,9417,807,1
37104,8203,769,1
19693,8306,2048,23
23141,9249,4180,3
796180,8591,1152,1
46432,8915,3270,1
38722,8846,779,21
27020,8405,3839,23
34592,8978,1629,1
35851,9058,375,21
23812,8062,3886,23
16243,9321,4237,3
11787,8478,2442,1
34500,9325,2465,1
49363,8598,3128,23
38164,9320,2685,3
37871,8652,175,1
6992,8896,2022,3
19137,8162,732,23
38722,9326,,1
26489,8181,871,21
26411,8860,3390,23
21369,9139,254,3
40276,8296,4194,1
7920,9212,1855,3
38722,8561,3604,23
10318,8670,1402,21
6435,9205,3308,3
38722,9230,2233,1
39287,8640,1291,21
38722,9315,458,21
46793,8904,1989,21
29696,9465,4545,23
38746,8745,418,23
20970,8786,1302,1
28297,8746,827,23
45603,8846,780,21
22965,8266,1150,1
3554,8073,2766,1
42025,9197,4667,23
28706,9244,1495,21
24693,8731,3450,21
6123,9493,1537,3
23755,9280,4387,23
38722,8892,4232,21
49524,8057,2296,3
10506,9271,4426,21
25487,8290,529,1
47659,9230,79,3
38722,8052,3444,21
23589,9381,869,1
20925,8731,1213,1
38722,9037,2662,1
41015,9434,2222,1
26618,9275,4230,1
13642,8897,3117,3
38722,8886,3186,3
30168,9009,3750,21
21858,8878,1474,23
46150,8240,4426,23
7310,8565,,3
31953,8115,2768,21
23149,8917,4377,23
6265,9136,3621,21
34855,8790,1850,1
38616,9218,510,21
29720,8202,180,3
7634,9313,1736,23
37182,8394,2545,1
2091,8399,1606,21
24443,8415,3945,3
15892,9064,1982,1
21041,8644,2040,23
12707,8123,,23
40407,8894,1542,21
4751,9004,4694,1
41657,9206,3251,23
38722,8990,968,23
7073,8478,3310,23
48781,8689,1090,21
5519,9318,4315,3
2693,9246,3061,23
50540,8149,2247,23
5829,8819,3067,1
48649,8357,1268,21
265600,8269,4599,3
14901,8081,240,21
8702,9351,237,21
44584,8046,1251,3
48961,9281,1864,3
43470,9023,4027,21
32185,8591,4468,21
22311,8418,4140,23
19541,9367,3988,1
29921,9334,2823,21
35711,8936,2452,21
25031,9461,1127,23
30389,8580,4584,3
24803,8745,1703,21
22380,9164,1971,21
18012,8176,3975,21
29922,8871,634,21
2194,9109,4074,3
32880,8893,4419,21
34129,9408,1432,23
38722,9476,3856,23
36060,8863,,1
14712,8870,2605,21
8424,8212,588,23
45345,9495,385,21
35841,8917,2580,21
8080,8556,,21
7716,8753,3794,21
3424,9445,1508,3
26405,8310,3065,21
22944,9384,3984,23
37781,8437,3108,1
36585,8048,1304,3
31351,8206,4100,1
4289,8205,262,1
48173,9129,2727,23
24587,9032,1227,3
38722,9278,544,3
37031,9336,4753,21
48605,9314,4814,23
34617,9110,1691,21
10057,8965,2744,23
28983,8256,3820,3
4495,8568,4999,21
35420,9191,4931,1
5016,8094,4297,21
14004,8890,2384,21
27573,8716,1454,21
18536,8652,673,3
10326,9438,352,3
38959,8976,4646,3
3902,8225,1134,3
3494,8188,1135,1
38722,8761,4175,21
19277,8632,2720,21
38722,9037,4081,21
38722,9295,1685,1
38722,8919,2351,3
31427,8624,3832,21
17815,8671,636,3
5054,8464,4463,3
44516,8564,3942,21
16474,8765,633,3
41695,8605,4469,21
10733,8458,,3
10781,8785,,3
46175,9014,910,23
9362,8712,3691,21
4833,9306,2459,3
17623,8740,2670,21
38722,8934,903,3
25501,9457,1728,21
8675,8304,2423,21
21794,8916,3502,23
35624,9088,103,1
770420,8746,4125,23
47662,8811,3880,3
11132,8414,1418,1
16422,8935,4003,1
17345,8885,4663,23
33350,9365,4742,23
47557,9436,2189,21
15459,9493,1176,21
13380,8091,990,1
38722,9442,329,1
36230,8403,2941,1
38722,8378,4718,3
48087,8137,2388,1
28831,8952,755,1
19743,9135,2888,21
38044,8241,,21
38206,8840,3301,1
34744,9066,,21
12980,8440,,1
23831,9447,128,23
26815,8445,499,21
46272,8752,722,23
44321,8912,2572,23
29263,8818,3825,21
26988,9388,3373,23
41240,8282,69,23
42720,8064,1735,1
30071,8953,800,21
2129,8529,,3
12825,9394,1829,3
32515,8373,1713,3
38722,8711,2261,23
8773,8866,3581,21
38722,9371,2880,1
40220,8288,1333,21
43213,9060,1764,3
41992,8654,2337,1
4676,9242,1846,21
6648,9469,4307,23
4135,9067,2773,21
31207,9449,4519,3
38722,9042,2250,23
17785,9344,1623,1
42354,8537,895,23
36989,8399,3301,3
49487,8698,3850,1
30412,9034,387,1
38722,8859,4629,23
