Date_FK,id_event_FK,id_service_FK,id_status_FK,id_evaluation_FK
8039,1138,76,3,9807
8743,6817,996,1,568
8976,7111,1389,1,-1
8617,11497,1280,2,2866
8233,179,1930,1,-1
8792,4511,204,1,-1
8318,10854,1913,1,-1
9189,2592,1201,3,1666
8309,11948,2286,3,-1
8490,4816,266,3,-1
8769,7885,2204,2,2606
9071,1530,681,2,1310
8990,4472,842,2,9658
8246,2827,2383,2,3699
8892,8467,1012,3,2228
8634,11574,831,1,9240
8901,3793,1736,1,-1
8806,6155,2364,2,7583
8407,4963,1000,3,9901
8200,9671,1389,2,11375
9420,485,1503,1,-1
8205,6789,247,1,3196
9395,0,357,2,1564
8041,10527,754,1,899
8074,8049,2321,2,-1
9287,3541,189,2,2995
8647,5935,1744,2,-1
8043,4419,1103,1,-1
8795,11819,373,3,8745
8089,9119,976,2,-1
8398,5677,2160,2,9178
8547,672,283,1,5640
8700,7667,2119,2,-1
8875,7885,694,3,-1
8453,5232,1779,1,1406
8072,85,1049,3,3961
8042,10300,751,3,-1
8096,1581,1770,3,-1
9467,7796,594,3,-1
8365,3279,1587,3,7131
8092,1206,1524,1,11569
9006,3063,921,2,8864
9162,3420,697,2,-1
8475,10739,1663,3,-1
8410,9190,2056,1,-1
9396,11826,891,2,6155
9494,8064,2375,3,3003
8995,10666,700,1,-1
8105,6529,604,2,-1
8949,355,2239,2,932
8333,3396,1169,2,868
8173,5441,899,1,10594
8676,3698,1909,3,-1
9206,3348,1565,3,11421
8089,10712,232,3,2190
9363,8473,205,1,-1
8963,10255,2108,2,-1
9142,8524,709,3,2265
8770,10006,1991,1,-1
8047,1470,318,3,-1
8514,616,92,3,1767
9218,7380,783,3,-1
8882,1577,1689,1,-1
8510,4348,95,1,-1
9284,10538,1097,1,2565
9287,7421,2027,2,-1
8337,5327,2236,2,3457
8602,10835,1944,3,-1
8663,6997,816,3,-1
9071,8192,1690,3,4030
8507,4457,337,2,5483
9248,8441,1010,1,4837
8824,7248,2143,3,11846
8173,1222,348,3,349
8585,9655,1028,3,1893
8795,1974,2166,3,-1
8813,3271,2231,1,-1
8726,9036,1120,2,5470
8077,8725,78,3,2837
8344,6838,384,2,-1
9109,7951,1621,2,-1
9464,415,2355,3,11865
9316,5384,1076,3,2095
8426,8872,1555,2,-1
9309,5004,426,3,1470
8507,398,1862,2,-1
8608,425,1167,2,-1
8052,1128,1495,3,-1
8611,5005,730,1,933
8906,1881,1818,3,1635
8193,11889,690,3,-1
9369,3641,521,1,852
8460,10533,1908,1,-1
8969,7962,1342,3,9145
9416,5756,2353,3,-1
8924,6421,960,3,-1
9227,2767,1106,1,7815
9130,7780,1446,2,1885
8596,7586,2284,1,-1
8973,6701,757,2,10101
8336,10950,30,1,5128
8038,11123,1719,3,10080
8953,233,117,2,-1
9036,9914,780,1,-1
8255,10162,2007,1,-1
8586,7300,1670,1,4597
9304,10276,1899,2,3054
8388,3808,219,1,-1
8673,10838,547,1,7343
8291,7351,391,2,-1
8956,11534,1520,3,9511
8981,10394,625,2,-1
8387,10461,2021,2,6856
9478,5254,45,3,-1
9461,3268,1152,1,-1
8234,10051,1435,1,4261
8884,3435,710,3,-1
8232,1735,441,2,1920
8184,6091,2362,1,-1
8348,4467,2250,3,-1
8369,5860,502,3,7430
8101,4961,1316,1,7559
9279,11321,152,3,379
8328,6597,1564,1,-1
9294,8037,715,2,6482
8785,9849,1442,2,11105
8993,7362,1557,3,-1
8086,1517,968,1,-1
8566,10167,133,1,-1
9136,5888,1982,3,-1
8649,6218,515,1,-1
8340,806,147,2,10620
8295,8917,137,2,9144
9434,7997,2013,2,5957
8199,1671,712,1,7256
8674,10258,2228,2,-1
9281,7921,559,2,-1
8670,2214,1004,2,10327
8098,388,10,1,-1
8179,9310,2185,2,-1
8050,8218,84,3,10784
8804,9473,633,1,9101
8122,2062,1980,1,268
8994,8566,2127,2,10871
8139,5356,1395,3,-1
8593,787,1164,3,9886
9282,6457,736,1,8946
8617,11415,881,2,-1
9282,1880,2351,2,-1
8653,5851,536,3,-1
8812,8673,1669,3,2388
8666,2491,781,1,-1
8691,4185,1763,1,4217
9222,11058,2175,3,-1
8065,3442,2496,3,-1
9439,2885,2179,2,9487
8266,11135,743,1,11530
9112,8236,2221,1,-1
8611,8015,1258,2,-1
8908,7413,390,1,-1
8309,4028,1997,2,-1
9486,2447,1279,1,5157
8599,10659,1606,2,-1
9435,10246,1883,1,1860
8479,6782,430,2,-1
9253,7053,1780,1,-1
8691,6947,2320,2,9811
8669,11506,664,2,-1
8549,11930,308,1,2160
8739,9115,1420,1,-1
8666,6725,2054,3,-1
8037,7070,163,1,-1
8540,2192,582,1,3956
8556,10840,1207,2,-1
8574,6204,1059,2,-1
8681,6571,1356,1,475
8954,715,763,1,11262
8306,1925,248,2,1947
8611,4377,1589,3,7508
8386,11350,1929,2,-1
9269,1556,429,1,-1
8671,11552,2385,1,11759
9428,3793,2041,1,8023
8048,901,1013,1,10723
9220,6197,2264,2,-1
8294,11414,473,1,-1
9334,8906,725,3,-1
9374,2603,467,2,-1
8134,9230,1731,2,2080
9169,9471,348,1,7217
8745,7898,2236,2,9376
8139,11052,2466,1,7621
8861,5796,1099,2,-1
9101,5371,1352,2,-1
8098,9153,745,3,4660
8813,371,1817,1,1150
9388,11311,1757,1,-1
9263,3954,2,2,-1
8361,964,788,3,10360
8655,2014,707,3,9168
8097,4407,420,3,-1
9007,7410,265,3,-1
8962,2259,771,1,-1
8921,2320,978,1,-1
8534,3391,1601,2,5399
8259,5509,787,2,8302
8273,8825,1075,2,-1
8319,9189,1248,3,1065
8235,4199,1976,1,-1
8141,1398,2118,3,444
8905,7183,2,2,9970
8547,9583,514,1,5230
8320,7511,1238,3,-1
8703,4124,280,3,-1
8281,11370,2250,3,-1
9049,11292,2260,3,-1
8965,3335,1202,2,-1
8455,9426,890,3,-1
9302,7845,2007,1,-1
9064,907,1275,3,-1
8515,10382,431,3,-1
8079,1815,2381,2,11585
9158,10049,1377,3,-1
8332,1227,803,3,-1
8094,8609,1663,3,-1
9299,3945,85,3,-1
8984,2583,383,1,9950
8380,4543,1422,1,2195
9020,11543,1036,2,-1
8525,8101,486,3,-1
9151,7248,1415,1,5042
9066,6014,179,3,-1
8761,3678,117,2,-1
8771,5638,1591,1,6675
8062,7520,74,1,-1
9109,3995,2328,3,8838
8625,10567,350,2,-1
9401,4533,1693,1,8684
8436,5852,2365,3,-1
8986,6284,1456,3,9012
9303,5596,1468,1,4183
9304,4966,191,1,4914
8281,10361,1810,3,-1
8432,147,712,1,-1
8800,10573,1150,1,-1
8473,281,1379,3,7812
9403,1096,273,1,11033
8741,9550,1615,2,-1
8523,5819,2077,1,-1
9158,847,1977,1,-1
8147,332,753,3,-1
8626,3159,2277,1,-1
8735,4341,2237,2,-1
8777,9000,520,2,-1
8587,1197,1765,3,2325
8157,2950,2253,3,8267
8361,9826,1585,1,-1
9399,11662,2084,2,-1
8335,1919,1172,3,5406
8336,9057,1315,3,4794
8832,583,928,3,-1
8404,3850,2201,2,-1
9342,4395,2035,1,-1
9021,619,1542,2,-1
9032,2550,6,3,-1
8592,4988,2206,1,-1
8518,6624,2139,3,1338
8543,4495,532,2,-1
9263,4849,1861,3,838
9452,8876,1133,2,-1
9111,4448,1139,1,807
8105,7673,1607,3,11815
8339,2124,631,1,5636
9459,8490,2435,3,1417
9034,6446,2089,3,878
9328,11858,194,2,-1
8144,6625,1405,2,9495
9401,8988,795,1,-1
8708,11188,483,3,4751
8750,2793,2168,2,-1
9229,5868,678,1,9490
8355,9250,1798,3,11327
9366,7479,524,3,545
8527,1206,918,2,-1
8652,10695,2314,2,-1
8787,5506,327,1,-1
8920,11106,691,3,11319
8730,502,1120,3,-1
8723,5565,415,3,-1
8912,3509,1212,2,435
8524,1956,1249,2,-1
8112,5456,1499,2,5149
9347,1701,2222,3,2583
8213,11945,655,2,-1
8978,882,217,2,-1
8746,9287,1627,3,-1
8798,11573,665,2,1651
8414,8812,814,2,11400
9082,1768,2039,2,7429
9061,9675,2252,2,1858
8637,3766,672,1,9485
8440,6345,1800,1,2076
8325,810,492,1,9020
8425,10700,2372,1,-1
9451,741,1682,3,5702
9311,6881,551,3,-1
8533,10975,442,1,-1
9284,6783,565,2,-1
9159,4559,1642,1,-1
9205,5049,1177,2,-1
8633,5161,259,3,11218
9139,4349,1269,3,-1
8051,11913,1283,3,7486
9222,6144,1700,2,-1
9473,7827,452,3,-1
8679,0,1520,2,-1
9332,1199,763,3,5678
9364,3635,858,3,1866
8522,10189,1884,2,9254
8377,4600,1320,1,6585
9405,99,1532,2,-1
8586,8414,1245,3,-1
8603,2576,1406,2,7747
8802,4510,1005,2,3000
8907,3058,1805,2,-1
9054,11647,929,1,5045
8354,11080,1114,2,-1
8417,7384,468,2,-1
9313,3191,2403,3,8005
8381,7508,697,2,-1
8503,3922,403,3,11347
9281,567,1983,1,-1
9345,4896,749,1,7799
8144,6862,744,1,-1
8184,3254,1037,2,-1
8470,300,1015,2,-1
8665,3149,1939,1,-1
8591,1473,2380,3,11081
8195,6106,1816,3,8201
9455,777,1341,2,1691
9468,10788,229,1,11093
8215,689,1189,3,554
8324,11321,1624,2,8856
8485,10068,861,3,5325
8398,8454,192,2,-1
9317,6316,781,2,-1
9411,613,206,3,3619
9100,4468,2448,2,-1
9238,7913,17,1,-1
9038,3403,530,3,6574
8562,756,142,3,-1
9351,313,658,2,7172
8811,9667,1695,2,3399
9408,326,430,2,-1
9459,7489,1027,1,-1
8980,784,559,3,-1
9080,6592,494,1,3160
9330,7857,209,3,7901
9283,7080,1102,3,-1
8611,7321,1651,2,11286
8872,8799,128,1,2956
9275,8834,2083,1,6861
8672,8039,87,3,11242
9266,7511,386,3,-1
9264,1541,2351,1,9958
9435,1081,1848,3,2492
9104,1012,116,2,-1
8971,6044,1507,2,1117
8183,5705,1417,3,-1
8354,10807,1901,1,-1
9054,2115,590,3,-1
9217,9131,1860,3,-1
9271,7377,1809,3,9843
9298,5450,1683,3,-1
8111,9209,221,1,-1
8976,11857,496,3,-1
9003,4606,236,2,1499
9025,9232,789,1,-1
8992,3190,2314,1,-1
9037,6662,2370,3,-1
8541,5208,262,3,-1
8658,5340,1470,3,-1
8067,9242,2294,3,-1
8855,4573,1637,1,-1
9454,1217,2415,1,-1
8510,5368,2478,2,8577
8743,3891,1309,2,6563
9013,9722,146,1,514
9422,6827,228,1,-1
8401,3713,458,2,9056
8055,5084,1080,1,7173
9213,3882,1117,1,4595
8241,7635,1274,2,10225
8781,8921,1203,1,-1
8111,4792,2341,2,9272
9315,6233,584,1,1145
9159,11009,704,2,-1
8962,1680,2181,1,3965
8440,7488,2075,1,-1
9353,4709,416,1,-1
9468,5588,654,3,-1
8923,9364,1879,2,4166
8864,4147,1265,3,8021
8622,5982,2476,1,1191
8067,5511,1423,1,-1
8127,5088,429,3,10194
8363,53,1331,1,1935
8130,5512,1047,2,-1
9449,11943,579,1,-1
9305,11364,420,3,10967
8061,1386,1516,1,-1
8493,3353,84,2,7223
9458,8250,1087,2,-1
9353,2018,100,2,645
9354,4230,1046,3,58
8588,1588,1869,3,10424
8783,11798,1624,1,-1
8137,340,2274,1,2133
9021,10541,976,2,-1
9487,10319,1149,1,7149
9258,6854,958,1,3091
8803,11714,727,3,7818
8612,273,1762,2,-1
9049,7246,746,1,-1
9282,2991,1960,3,8469
8295,6321,329,1,7161
8404,7190,2471,3,11871
8237,10881,1364,1,-1
8298,7699,1852,3,-1
9083,1260,465,3,9996
9053,6098,219,3,4072
9272,4573,2002,2,4468
9102,7061,672,1,-1
8921,10487,2079,3,6666
8383,1809,2311,2,3306
9002,1604,94,2,-1
8887,8984,1228,3,-1
8512,10546,2171,3,-1
8650,524,1001,2,1568
8095,8271,1572,3,3195
9062,9357,759,1,11180
9347,10390,1667,1,-1
8943,697,502,3,1113
8823,1039,209,2,6365
8656,10232,2457,3,4516
8830,6076,1163,2,2695
9287,1608,705,3,-1
8053,10605,287,1,-1
9253,10993,2056,2,-1
8641,8358,1767,3,6621
8915,10712,2381,2,-1
8395,2812,706,1,-1
9371,10008,662,1,8150
8751,7714,963,3,11589
8263,3483,128,1,-1
8512,6723,907,1,9158
9198,4393,2204,3,6506
8506,1904,2377,1,2511
8377,3389,2188,3,4198
9154,5590,2491,3,-1
8081,700,1176,1,10740
8269,6931,2495,3,9988
9324,2371,992,3,4021
9137,312,2301,1,-1
8939,10525,1147,2,10711
8362,11389,172,1,2406
9353,8093,998,1,4287
8963,4930,1332,1,286
8886,2828,1239,2,-1
8253,482,136,3,-1
8985,11311,1555,3,2317
9198,2951,1339,1,-1
8288,10870,1941,2,11598
9026,3496,681,2,-1
8669,9364,714,2,-1
9385,8386,37,3,1734
8849,10655,1842,2,-1
8394,8397,1839,3,8963
8329,5021,801,1,-1
9066,10565,745,2,2794
9469,11703,2404,3,-1
8199,716,1300,3,1048
9463,7909,465,1,-1
8642,1915,1072,1,211
9477,10338,2247,2,11873
8703,10066,132,3,-1
8129,2034,382,3,7120
8287,11170,712,3,-1
8993,543,919,3,9054
9001,10934,2275,1,11162
9479,10119,1331,2,3845
8310,10028,722,3,-1
9294,10233,2015,2,-1
8700,11325,1633,1,11235
8968,4008,416,1,-1
8743,7797,1635,2,-1
8190,4234,716,1,4392
9135,2434,2404,1,11100
9495,680,1698,1,-1
8928,2989,836,3,3267
9421,10950,1269,3,1234
8677,4638,2457,1,-1
8512,3055,1758,3,-1
9454,8018,512,3,-1
9430,5413,1580,1,-1
9032,8514,1541,3,9438
8045,9005,1590,2,10283
8549,8608,252,1,-1
8502,3282,2000,3,11795
9201,9962,1760,1,3480
9236,11269,822,3,-1
9047,96,743,1,6817
8253,433,1740,3,9367
9079,9509,979,2,-1
8181,510,1130,2,666
8193,10992,254,3,5600
8661,4108,802,1,-1
8136,6054,412,3,-1
8248,4525,1845,3,10665
8756,9244,1929,2,-1
8167,488,310,3,2767
8347,1690,73,2,1736
8887,3598,350,1,5132
8786,10831,1044,3,-1
8142,4355,1665,2,11155
8040,4387,860,3,3535
9006,5982,2399,3,4981
8422,5706,1713,3,-1
9308,728,1751,2,-1
8443,458,955,1,-1
8631,11410,1720,2,-1
8378,9377,1524,1,-1
8134,8672,1493,3,4642
8770,3847,2403,2,-1
8935,4621,1196,3,-1
8467,948,1200,2,-1
9305,2854,1514,2,-1
8230,2126,2393,1,10595
8093,4734,2220,3,-1
8692,5022,869,2,-1
9211,5384,1507,2,-1
8592,9139,1264,2,6677
8851,1807,1860,1,-1
8532,9256,1214,1,-1
9025,11627,1616,1,-1
8665,5013,842,1,3589
9397,3160,1843,3,-1
8764,7324,2290,2,10340
8618,7088,2277,2,10652
9407,5991,1232,3,-1
8809,4608,2342,1,-1
8797,3170,40,3,-1
8214,8145,369,3,-1
8931,7898,1723,3,7040
8414,2357,1223,3,3023
8764,3861,912,3,2410
9233,4052,1502,1,9680
8664,6491,2136,1,8128
9245,1282,634,2,-1
8541,1157,1063,3,-1
8726,6543,775,3,3910
9295,11904,149,1,2285
8237,6824,1335,1,10378
8148,1678,1435,3,-1
9301,218,2132,1,-1
8467,5625,2184,1,-1
8975,0,726,1,-1
8173,2413,2332,3,-1
9182,11917,2341,2,2222
9150,10735,1195,1,39
9063,9504,2094,3,-1
9165,2554,1418,1,-1
8663,7801,1010,3,-1
8204,9804,1546,3,-1
8582,11934,1525,2,-1
8542,8867,1614,3,9989
9396,8455,2500,2,10248
8418,5969,1438,2,-1
8690,6728,797,2,-1
8426,7980,48,3,10856
9337,5518,1527,1,-1
8428,7742,2383,3,4485
8183,1324,456,1,-1
8924,5755,1572,1,1391
8539,485,1180,2,-1
8344,4551,104,2,10547
8151,2846,2217,3,2680
9023,10344,34,1,2430
8598,8949,182,2,-1
8296,3815,2265,2,9216
8977,9201,128,1,11270
9028,415,272,3,2823
8490,6307,1016,2,-1
8106,9813,2484,1,6171
8815,7245,1322,2,-1
8650,10007,11,2,915
8852,6532,1701,2,-1
8602,11396,1156,1,8932
8566,5014,602,1,11359
8600,6279,643,1,-1
8457,6701,2345,1,-1
8395,6939,1866,3,1017
8529,5310,1661,3,9015
8169,2018,1331,1,-1
9119,9066,1387,3,11808
8110,10819,843,2,7401
8731,7627,2349,1,9940
9146,9339,575,3,11997
8413,1277,46,3,8257
8821,5846,965,2,7759
9000,3752,361,1,2068
8211,530,1548,3,-1
8447,11406,639,1,-1
9245,9314,1254,2,5526
8061,9169,258,2,-1
8651,6089,46,3,11241
8145,3645,1436,1,-1
9102,10252,85,3,1031
9109,6203,1322,3,-1
9329,8100,2021,1,10453
9084,36,1509,1,-1
9122,6519,1002,2,2959
8208,1815,2218,3,-1
9346,4690,2328,2,8944
9244,3471,807,1,-1
9453,2702,1976,1,5653
8936,1059,2293,1,-1
8095,7511,1936,2,7338
8657,10639,1030,2,6031
9430,8421,393,3,-1
8775,9864,1409,2,8281
8632,11742,690,3,-1
9230,6552,1869,2,-1
8757,4391,851,1,-1
8428,4386,342,3,-1
8855,7454,423,3,10364
8751,6439,185,2,9746
8434,4249,2128,2,-1
8919,8541,859,1,-1
8721,10398,2380,1,2578
9135,2568,1253,2,8482
8525,5596,2190,2,2465
8844,8887,976,1,-1
8144,5118,1413,3,-1
8684,6645,1403,3,-1
8740,6310,637,2,-1
9108,959,1594,1,5293
8379,462,2314,2,-1
9265,666,1891,1,-1
8218,9217,485,3,3671
8362,10530,319,1,9451
9422,1244,1652,3,-1
9030,6989,871,2,4181
8925,3362,706,2,-1
9377,3119,2432,3,-1
8215,7257,2415,1,-1
8184,6761,2260,2,-1
9374,5284,1373,1,-1
8656,4041,2098,2,5119
8860,10309,1616,3,2861
8462,11209,1854,2,11153
9261,7027,57,1,-1
8625,11645,2113,2,-1
8841,2835,1633,1,1887
8178,10738,1373,1,9501
9033,5729,1703,2,-1
8630,5852,964,1,10986
8737,3932,1586,3,-1
9074,9126,1915,1,8552
9447,10745,1789,2,11254
9189,9911,2241,1,-1
8692,4682,1069,3,-1
8398,4802,887,3,9463
8370,8411,2373,1,11373
8368,3182,401,2,5572
8726,3537,1456,1,10284
9393,7148,1075,2,3327
9055,9763,1744,2,-1
8286,9877,235,2,6280
8199,5336,1950,2,-1
8544,8530,2249,2,2688
8942,10449,982,2,-1
9217,9934,810,1,-1
9031,9484,1376,2,-1
9146,4421,1003,3,-1
9037,3732,1858,1,6919
8368,4451,1613,2,7153
8629,5449,138,1,-1
8481,11907,627,3,3931
9222,10322,624,1,9296
8816,7869,704,2,8797
8318,6897,1674,2,-1
9254,7462,2451,1,-1
8601,9844,2225,3,10154
8124,1117,153,1,3172
8365,7979,501,1,962
9071,9585,847,1,-1
9049,10301,1487,1,5003
8410,6595,1005,2,-1
8079,8442,2488,2,-1
8055,4908,1496,3,9032
8245,7953,1379,2,4547
9107,3305,772,3,-1
8160,2588,363,3,-1
8650,484,2441,3,-1
8428,9056,1559,3,9010
8717,10639,371,2,-1
8211,7893,975,3,2894
8680,11160,1661,1,7106
9486,275,793,3,2456
8508,8574,1933,1,-1
9199,1703,1439,3,9562
8296,3063,1237,2,7970
8909,8480,632,2,-1
8700,8178,1765,1,6318
8259,7332,1173,1,3558
8494,4948,555,3,-1
8325,1125,1092,2,-1
8903,8692,2181,2,7565
9404,4118,49,2,-1
8400,8763,1381,1,9136
8184,11601,2187,3,7068
8799,1258,1295,1,-1
9088,4418,2020,2,-1
9050,1813,476,3,8791
8127,5117,1544,1,6730
9038,7301,2312,3,4447
9090,10954,1160,1,1784
9012,6130,495,1,-1
9252,9626,516,1,-1
8788,6987,1400,1,-1
8275,6381,1504,3,3188
8194,6848,739,3,-1
9363,425,2293,1,-1
9187,8481,415,2,-1
8153,88,186,1,8299
8397,1821,628,3,10278
9312,1752,2087,3,3093
8206,5772,211,2,3208
9112,8479,560,1,10647
8090,8908,696,1,3524
9372,9561,449,2,-1
8650,934,763,1,-1
8789,10209,404,1,10677
8881,11144,994,1,5886
8416,3506,2323,2,-1
9012,619,310,3,8094
8957,8199,1136,1,4149
9264,432,1016,3,-1
9468,10803,745,2,-1
8866,7275,2357,1,8320
8833,1873,2395,2,-1
9162,1212,1241,2,308
8555,3426,1429,3,8813
8280,3793,214,2,-1
8801,3907,1698,1,2807
9026,7312,1126,2,-1
9214,8755,190,2,-1
9472,161,1845,1,-1
9285,8732,163,1,-1
8082,6302,1868,2,-1
8229,5019,13,3,5281
9157,11701,2389,2,1287
8372,1493,674,2,-1
8562,265,944,1,7388
8112,813,2071,1,-1
8669,4491,1534,2,11034
8893,2438,1013,2,-1
8968,6417,2231,2,-1
9355,2237,2113,3,-1
9228,3819,504,1,-1
8921,5869,780,2,-1
9318,3158,1405,3,3905
8658,3235,383,2,-1
8632,1752,1278,3,-1
8212,7363,656,2,8016
8775,2439,1940,1,-1
8614,11038,1509,2,-1
8998,5409,933,2,9396
8504,7031,58,1,-1
8711,3494,141,1,-1
8867,475,1283,1,-1
9346,10772,2225,3,11947
8286,11230,2366,2,152
8906,1804,369,1,1008
8904,9634,1226,2,8186
9054,3407,1957,2,-1
8455,1699,273,2,-1
9309,5840,1211,3,-1
8557,1315,1350,3,10094
8812,2960,1197,2,-1
9256,1352,1841,1,-1
9412,8081,735,3,6753
8759,9551,1400,2,331
8418,3166,380,2,2769
9073,9718,2460,3,-1
8222,2165,1899,1,9752
8159,8950,411,1,10567
8572,6432,2085,3,11760
8280,1624,1215,2,7735
9171,10731,2483,2,10493
9376,6938,1029,3,-1
8251,9792,11,3,87
8334,493,603,1,-1
9440,11782,1117,2,-1
8147,4111,2475,2,11023
8468,1705,2417,1,10992
9364,9782,35,2,7600
8332,1579,766,2,-1
8041,9055,2463,2,3202
9050,1784,2467,1,-1
8691,8594,1210,3,4403
9249,1064,1107,1,7828
8421,11039,275,2,9442
9378,98,155,2,-1
8450,4141,792,3,-1
8786,7788,1233,1,262
8192,6172,1074,1,-1
8264,11786,1152,1,-1
8596,2260,2134,2,-1
9362,2845,104,2,3972
9480,7599,1856,2,-1
8335,1904,1369,3,3661
9179,5793,1731,1,-1
8148,4215,1856,1,10898
8744,3538,1176,3,2247
8416,7000,990,3,-1
8719,10275,2382,1,-1
9272,1395,2134,3,-1
8810,8065,1434,1,5370
9092,347,2229,3,-1
9445,945,1912,1,-1
9162,5195,878,3,-1
8146,4558,2247,1,-1
8605,4645,1128,3,4381
8377,11130,533,1,-1
9165,8441,2295,2,10602
9318,1272,54,2,5261
8322,3657,8,3,-1
8162,5138,812,1,-1
8107,4904,270,1,-1
8765,10660,1728,1,9649
9352,4632,1770,3,-1
8526,11050,2,1,1576
8425,10930,1883,3,-1
9060,2889,1943,1,-1
8891,5631,2459,3,5327
8421,7364,2099,2,11751
9134,7877,1160,1,-1
9034,6474,2319,2,-1
8155,3069,2209,2,3123
8130,11409,778,3,8262
8305,4733,1007,3,-1
8487,11024,679,3,-1
8865,4829,1715,2,9502
8638,8211,224,3,1840
8760,5436,1715,2,9247
9331,3638,1502,3,-1
8599,5617,285,3,-1
8079,10958,2227,2,-1
9163,2257,1018,1,-1
9022,2629,935,1,3427
9177,1600,549,2,1002
8599,463,2153,2,2038
8718,9859,1619,2,7810
9171,7479,1977,1,-1
8071,11477,2210,2,2145
9222,690,2440,1,-1
8534,2165,751,1,-1
9213,11312,1667,3,9982
8232,0,1007,3,-1
8844,7751,2489,3,-1
8261,4131,32,2,-1
8905,4023,1731,2,-1
8861,6747,2307,1,-1
8559,11896,2203,1,9421
8537,1871,539,3,5514
8648,7718,578,2,10733
8237,1901,1590,2,1052
9180,7881,714,1,1198
9247,2117,1528,1,-1
8535,2239,408,3,4309
9122,11935,2009,1,-1
8939,2281,2116,2,-1
9270,6473,2224,2,-1
8193,2000,915,2,5808
9056,1449,67,3,-1
9419,5211,2079,3,10328
8194,5536,1142,1,-1
9276,937,33,2,11948
8373,5488,2084,3,5813
9238,4422,152,2,-1
9117,4823,1214,1,2582
8406,124,2100,1,-1
8196,5329,69,3,-1
9054,2455,2411,1,4057
9061,4189,1204,1,-1
8573,5871,1572,3,3116
9332,8245,2082,1,1553
8807,4055,602,1,8827
8677,11570,717,3,2012
8860,7589,1545,2,-1
9203,1531,966,1,-1
9434,11022,1157,3,-1
9424,11288,1196,3,8942
9456,5819,784,2,1281
8283,3255,2466,2,-1
8062,7346,887,1,-1
9247,628,47,1,9246
8580,7124,717,1,-1
9352,11832,883,3,9856
8201,6867,470,1,-1
9484,1338,418,3,6728
9140,823,528,1,-1
9404,8187,2094,1,-1
9393,3368,581,3,9419
8242,8146,198,1,-1
8924,2035,2477,1,-1
9421,2416,896,2,-1
9010,11658,846,3,-1
9437,9183,1975,1,8498
9047,8623,1695,2,6654
9127,11132,2150,1,7462
8843,2435,882,3,372
8918,8107,1923,1,3518
8371,759,2125,1,-1
9079,2369,2386,2,11051
8668,7889,938,1,-1
9068,499,1675,3,-1
8150,8024,1596,2,-1
9220,11782,9,2,8688
9057,598,401,1,3669
9007,833,1354,1,-1
8551,6551,2489,3,-1
9452,8835,890,2,-1
8838,10833,1951,2,-1
9447,4902,467,1,6839
8787,3752,125,2,558
8457,1033,320,2,-1
9245,705,2456,2,-1
8748,731,1179,1,6692
8711,5179,839,3,-1
9049,10144,915,2,3021
8301,1280,1868,2,9897
8606,3558,205,2,-1
9226,3390,683,2,3139
8657,6014,1838,1,-1
8934,1440,1028,3,-1
8113,2651,1256,2,5083
8479,11189,289,3,-1
8946,4588,167,2,-1
9264,7537,731,2,1174
8424,6059,2104,3,2488
8286,2829,506,1,-1
9384,7667,688,2,11611
8852,9857,2259,1,-1
8892,11780,1697,1,4144
9043,5661,867,3,820
8674,5641,320,2,-1
8778,3032,2489,1,-1
8992,11000,159,3,6131
9435,3178,930,3,6907
8097,8673,111,3,-1
8792,4439,1216,3,-1
8485,180,767,1,6420
9203,10697,393,2,11972
8875,7789,2311,1,-1
8971,2657,1145,2,-1
8506,11086,884,2,-1
9477,1676,796,1,6061
9398,1881,470,1,-1
8236,1993,2497,1,-1
8770,5642,2252,1,-1
8994,2133,216,1,-1
8112,9162,1218,1,11000
8794,834,2242,1,7221
9226,1393,1389,2,-1
9390,4949,1074,2,-1
8915,2329,2011,2,4341
8933,2958,977,3,-1
9223,1383,1800,3,2466
9075,9325,649,3,5587
8901,2509,1788,3,2048
8573,6596,2081,3,2165
8071,5815,2358,3,9949
8688,1448,1358,2,1579
8071,6883,813,2,-1
8624,9128,431,2,11863
8653,4528,1286,3,10854
9148,1475,1302,1,8347
8182,10040,1522,2,6351
8796,11141,1116,1,-1
9495,378,805,2,5921
8361,62,2113,3,11834
9352,278,2461,3,5878
8883,9253,1207,3,-1
8816,10063,1730,1,-1
8220,472,493,3,-1
9031,4181,891,2,-1
9416,6341,679,3,-1
9152,5825,1733,2,11194
8299,2214,848,2,-1
8295,3797,1451,3,-1
9218,9242,954,3,7641
8607,9670,396,3,-1
8846,2264,982,2,-1
8871,4026,688,2,10667
9372,8828,66,2,6271
8038,10583,2332,1,3604
8201,10701,403,3,-1
8243,1187,1222,3,9099
9426,5299,328,2,1426
8189,739,662,2,8063
8875,1485,969,3,9480
8151,7701,94,2,1647
9453,8884,1956,3,-1
8809,1478,313,1,-1
8887,8870,752,2,4764
8729,4550,593,3,-1
9154,11505,2051,2,-1
8146,2194,698,1,-1
8616,7900,2176,1,-1
8413,9567,363,3,-1
8960,7854,992,3,7296
9180,7715,1091,3,7670
9357,4658,210,3,-1
8178,4667,2037,1,-1
8248,9594,2175,2,10557
8178,7496,1188,1,355
8814,10584,1160,3,2984
9484,1304,799,1,-1
8305,8374,491,2,-1
9453,10431,1696,3,7547
9384,6946,2257,3,-1
8979,7703,1448,2,-1
8329,39,2340,1,-1
9451,552,1202,3,-1
8352,11324,850,3,7074
