budget,id_categoryFK,id_cityFK,id_beneficiaryFK,id_dateFK
35446,3,1,4902,8911
6996,1,1,1008,9362
11452,87,1,2533,8674
528080,3,1,876,8061
9711,1,1,2527,9024
12647,91,1,4309,8231
36680,3,1,199,8106
28165,91,1,1068,8479
30722,1,1,80,8755
38669,1,1,569,8142
31125,1,1,1848,8314
27014,1,1,616,8291
15111,1,1,4889,8009
428580,87,1,675,8511
38607,87,1,4058,8769
38607,91,1,2986,8264
4182,1,1,3555,9114
49222,91,1,1874,8363
38607,87,1,1536,8686
38607,91,1,3096,8083
8832,91,1,612,8016
48790,3,1,241,8149
38607,3,1,2404,8359
1007,3,1,2769,8135
38163,3,1,1938,8803
37927,91,1,3937,8730
19215,91,1,4132,9183
2273,91,1,836,8000
26680,1,1,758,8716
47751,1,1,2196,9007
26646,91,1,3033,7980
24642,91,1,3183,9327
38607,1,1,4898,8274
38607,87,1,2852,8290
7891,1,1,3326,9065
995340,87,1,2860,9160
3119,3,1,3194,8647
31243,91,1,3287,8669
7169,3,1,4221,9270
42110,87,1,2833,8345
28851,87,1,1349,9247
1665,87,1,659,7951
2957,91,1,1864,8729
19632,91,1,1169,8548
48355,87,1,2421,8904
23093,91,1,2910,8551
38607,1,1,3495,8048
48113,91,1,3480,8568
17664,91,1,1665,8863
28055,1,1,4633,8021
35125,1,1,2164,8478
47515,3,1,1623,8552
568320,1,1,3506,8549
1835,91,1,1657,8687
44302,1,1,3688,8329
28607,91,1,2451,8326
5539,1,1,3182,8488
17208,91,1,4501,8863
18574,3,1,1673,9077
14846,1,1,216,9195
36597,91,1,3556,9142
8149,87,1,2334,8068
26327,87,1,3081,8781
18020,91,1,392,8672
38607,1,1,2505,8666
17240,3,1,2918,9118
31704,3,1,4216,9132
29306,91,1,878,8239
17441,91,1,2733,9328
204740,87,1,2764,8324
37989,1,1,2859,8194
13168,1,1,2776,8364
275260,1,1,4435,8830
15744,91,1,153,8408
7855,87,1,4854,9249
10327,1,1,143,8077
450400,87,1,287,8946
40444,91,1,2854,8937
47311,1,1,2535,8837
17202,91,1,2013,8832
8631,91,1,3385,9241
33462,87,1,1340,8588
37909,87,1,1790,8781
11970,1,1,1562,8411
38607,1,1,2675,9205
27808,1,1,2176,8601
5121,87,1,3254,8575
34971,87,1,3152,8416
46558,87,1,274,9256
24214,1,1,3857,9228
1487,3,1,3505,8492
16749,3,1,4376,9298
3966,91,1,1580,8098
19824,87,1,978,8649
29668,1,1,891,8236
49525,3,1,207,8888
30178,3,1,2817,8888
21449,87,1,2502,8606
38607,1,1,3248,8341
34544,87,1,1896,9157
38607,91,1,1832,7982
36967,91,1,3883,8199
34233,87,1,81,8157
35018,91,1,562,8040
34309,3,1,2305,8021
19634,3,1,3541,8322
5299,1,1,4466,8481
30983,1,1,2146,8832
37960,3,1,3699,8135
9761,1,1,2503,9151
38607,3,1,2271,8413
38203,87,1,3379,8109
17716,87,1,4547,8921
7275,87,1,1078,8422
46786,1,1,4574,8942
5927,3,1,2991,8369
38607,3,1,724,8454
14113,3,1,2002,8073
34007,87,1,3307,8913
1874,1,1,3868,8953
11476,1,1,32,9359
23184,87,1,3939,8452
36194,3,1,3640,9031
40949,91,1,4648,9176
15633,3,1,1506,8062
30362,87,1,4688,9002
23830,87,1,4834,8592
34854,3,1,351,8441
29748,87,1,813,8559
45506,3,1,1894,8828
4406,1,1,529,8740
45510,1,1,2269,8733
47121,1,1,2092,8252
38607,3,1,3440,8268
9399,91,1,3299,8858
13177,87,1,576,8862
32434,87,1,3337,8210
2660,91,1,543,8329
47261,1,1,3496,9085
38607,87,1,4864,8541
36964,87,1,3316,8393
47423,91,1,3412,8449
6611,3,1,2808,8982
32578,91,1,4611,8959
10050,3,1,3392,8510
5830,3,1,3603,9338
20112,3,1,3092,9102
3459,1,1,1495,8494
24029,1,1,1274,8742
8899,91,1,4815,9002
37398,1,1,28,8090
16345,3,1,4826,8785
402400,1,1,2491,8984
15016,87,1,4497,8128
1629,1,1,125,8712
35341,87,1,26,8152
33507,3,1,656,8972
38607,87,1,3008,8566
39538,1,1,3306,8679
25476,91,1,4272,8691
25774,1,1,4059,8248
44885,87,1,486,7950
23110,91,1,949,8924
4328,87,1,3110,7957
8630,91,1,1587,9324
38607,3,1,2403,8775
20128,1,1,4181,8715
6545,87,1,3700,8415
22505,1,1,3150,8685
37476,91,1,1593,8313
16431,91,1,4981,9063
47165,87,1,412,8835
36830,87,1,2624,9347
34916,1,1,1581,8534
28461,91,1,2734,8570
7900,3,1,3688,8743
41138,3,1,181,8281
40364,1,1,1338,8540
6555,91,1,2707,8506
38607,1,1,3895,9165
13159,87,1,1075,8737
17353,87,1,2855,9256
30277,1,1,3034,8349
8153,3,1,3269,8051
32829,91,1,4752,8721
44019,3,1,2223,8357
40418,87,1,3864,8390
21552,1,1,1083,8868
2973,1,1,1338,8570
36264,91,1,1667,9352
37688,87,1,3307,9026
38448,87,1,3170,8191
32909,87,1,4936,9062
1534,3,1,4628,8924
6158,3,1,2651,8552
39278,1,1,2306,9220
20072,1,1,3709,8515
10024,3,1,3936,8502
37747,91,1,3769,8068
43547,1,1,3739,8917
21814,1,1,2069,9200
26023,3,1,4579,8433
3030,1,1,153,8791
37688,87,1,3761,8706
1027,1,1,1568,8905
38730,3,1,2641,9222
26800,87,1,2495,8869
45335,87,1,3952,8445
5394,87,1,4322,8315
27945,87,1,1701,8420
36005,3,1,3360,7965
9508,91,1,224,9203
40979,91,1,4646,8756
32883,91,1,2204,8584
17282,91,1,846,9097
9647,1,1,4431,8896
43739,3,1,2087,8100
34271,3,1,154,7962
24288,91,1,2908,8733
27174,1,1,315,9211
6218,91,1,1090,8391
413820,1,1,2567,8501
42763,3,1,3787,8996
28731,3,1,3936,8134
30429,3,1,1979,9112
15824,91,1,1268,8617
2305,91,1,3668,8492
26804,3,1,4713,8115
47852,91,1,536,8052
1910,87,1,2013,9038
44802,3,1,1737,8779
17753,91,1,2306,8820
29146,1,1,1806,8205
36497,3,1,3569,8786
38607,3,1,4180,8050
40427,91,1,1737,8558
23259,3,1,2809,9255
42260,87,1,20,8824
33539,3,1,4152,8990
19594,1,1,2006,8875
49429,91,1,723,8032
38607,3,1,2134,8593
4394,91,1,3422,9319
38607,1,1,3529,8212
8120,87,1,1791,8658
42889,1,1,1901,8616
8787,3,1,4882,8502
17401,91,1,2083,8205
901800,3,1,881,9140
38682,87,1,1991,8041
1989,1,1,311,8644
16721,3,1,1526,9242
49890,91,1,2985,8739
47464,87,1,1210,8653
34095,91,1,3626,8963
36806,91,1,1701,8413
113900,91,1,3645,9340
36844,1,1,4636,8326
23289,87,1,4247,8987
280260,87,1,2961,8089
42363,87,1,146,9337
30549,3,1,2617,8643
45493,3,1,1283,9255
30327,87,1,2922,9038
38607,1,1,1083,8616
3264,1,1,2066,9301
27239,87,1,2356,9142
14641,91,1,4367,9239
17475,3,1,340,8957
10767,91,1,107,8467
45699,87,1,662,9245
38607,1,1,1482,9321
4796,3,1,590,8758
49167,3,1,3552,9234
6410,87,1,2250,8747
32681,3,1,2840,8003
12989,1,1,4455,8804
17250,3,1,94,9346
873820,3,1,1463,8735
6936,1,1,4033,9108
20346,91,1,1727,8728
3469,3,1,4557,7993
44479,3,1,1071,8758
20706,87,1,948,8460
38607,87,1,1941,8749
33207,3,1,594,9026
38607,87,1,1319,8185
817000,1,1,858,9297
43945,87,1,2224,8068
31471,91,1,4419,9332
42274,1,1,1846,8690
48939,91,1,4826,9231
48704,1,1,170,8945
39214,3,1,3958,9211
35685,3,1,353,8767
725220,3,1,2168,8590
297900,3,1,214,9197
38607,87,1,3839,7948
23905,87,1,2381,8858
47623,3,1,2798,8813
6286,3,1,432,8232
13612,1,1,3889,8658
12487,1,1,4458,8405
4468,1,1,4385,8472
46309,1,1,880,8823
38607,91,1,1898,8972
4937,87,1,3963,8596
9314,87,1,4232,8217
158540,87,1,3405,9031
29109,91,1,1248,8696
28408,1,1,103,9282
30622,87,1,2246,8752
28471,87,1,1927,8573
23932,91,1,1569,8580
42667,91,1,3764,8324
30114,87,1,3952,9046
15490,87,1,3161,9116
3228,3,1,3936,8273
49470,1,1,2892,8148
47693,1,1,2877,8070
43213,87,1,1823,8143
10229,87,1,1237,9276
38607,1,1,2961,8801
42853,91,1,1884,9190
16080,1,1,3224,8978
9238,1,1,3559,9343
13136,87,1,3258,8986
38607,1,1,2879,8339
6495,3,1,2246,8385
38186,1,1,4279,8455
33687,3,1,2330,9232
32931,87,1,3800,9380
26404,91,1,1978,9043
2349,3,1,4938,8529
42961,91,1,4281,8744
653100,91,1,854,9251
28566,1,1,4559,9091
21458,87,1,1146,9021
29709,3,1,2766,8365
35158,87,1,3223,9316
27373,1,1,3624,7958
49646,3,1,1058,8901
20880,91,1,941,9195
28015,1,1,3780,8080
7836,91,1,2685,9352
18075,91,1,59,8003
840000,91,1,4314,8844
3853,87,1,4241,8803
20537,1,1,1465,9061
30893,3,1,1610,8958
23947,3,1,2099,9051
24744,87,1,127,9052
44473,91,1,884,8690
32929,1,1,2147,8666
7468,1,1,818,9129
20195,1,1,1388,8891
38812,91,1,4259,9279
38607,1,1,1104,9398
31060,87,1,862,8221
22082,3,1,4929,8971
1294,91,1,2224,8140
38607,1,1,1576,8460
2887,3,1,1365,9045
38104,1,1,4957,8768
41482,91,1,270,8611
11128,91,1,2638,8445
9306,87,1,1061,9254
707700,87,1,2624,8289
38607,1,1,4542,8791
38607,1,1,4307,9057
37156,1,1,4,7958
22769,87,1,4292,8878
49245,3,1,419,8272
38607,1,1,3475,8088
38427,87,1,3101,8284
43437,1,1,2855,8175
46666,1,1,3649,9128
1170,87,1,1099,9334
41609,3,1,4577,9366
27797,3,1,2510,9045
39256,87,1,2207,8743
41354,3,1,1882,9191
16712,87,1,1217,9018
34781,3,1,4225,8481
40910,1,1,2869,8834
22048,3,1,152,9080
46757,91,1,4794,9146
40416,91,1,529,8060
29088,3,1,346,8615
13261,1,1,2252,8984
22515,1,1,4608,9052
41368,91,1,2763,8913
34822,91,1,352,8934
3890,87,1,2840,8300
49170,87,1,1519,7989
2402,1,1,2913,9085
30938,87,1,2337,8108
14783,91,1,3657,9290
22070,3,1,2705,9290
23534,87,1,4098,9372
2605,1,1,12,9064
7811,3,1,1730,9281
25915,91,1,2339,8503
32686,91,1,952,7953
38496,87,1,1139,8749
38607,91,1,3876,8814
46160,87,1,3969,8270
19929,1,1,4354,8441
14934,1,1,775,8214
45192,3,1,2188,9358
43004,1,1,4137,9229
38607,3,1,1286,8219
275260,91,1,3742,9098
17331,3,1,4107,8830
32468,91,1,2843,8864
10095,87,1,4429,8791
491960,91,1,4104,8816
32257,87,1,914,9291
15690,91,1,2140,8054
27555,3,1,2341,8641
30145,91,1,4168,8659
19753,1,1,2551,7956
25371,3,1,1605,9308
32613,1,1,538,9179
35247,3,1,4382,8750
43266,91,1,2669,8689
37952,1,1,1565,8308
17131,1,1,3771,9270
31278,1,1,3092,8109
29933,3,1,3105,8887
4381,1,1,4859,9061
35063,91,1,1830,8261
45856,3,1,2505,8499
32454,3,1,4143,9002
28388,87,1,3764,9238
26106,1,1,4421,8591
20196,91,1,1332,9210
48555,1,1,227,9365
22055,87,1,163,8076
25281,3,1,4355,8947
20791,87,1,3469,9216
38566,1,1,1398,9101
38607,3,1,3695,8409
14743,3,1,2856,9009
39110,3,1,2144,8167
22481,91,1,4230,8297
4656,91,1,4096,8314
6083,87,1,2212,8728
14609,87,1,1648,8523
9768,1,1,3807,8056
17805,1,1,365,8012
518500,87,1,1904,9236
20447,87,1,17,8369
12892,3,1,2013,8712
38607,87,1,1469,8512
39824,1,1,1402,9303
22677,1,1,2204,8681
45434,1,1,3890,8410
9565,91,1,357,9313
18251,91,1,1389,9293
26458,3,1,2735,8234
19828,91,1,292,8258
21942,3,1,373,8681
27581,1,1,35,8181
18454,3,1,3878,9031
24841,1,1,4150,8282
33231,3,1,1794,8710
22919,91,1,4834,8676
37360,3,1,4619,8259
29754,1,1,359,8741
23625,3,1,1659,8944
707620,3,1,3327,9221
42265,1,1,2491,9127
38607,87,1,2578,8702
2017,91,1,2648,9335
34805,1,1,3259,9197
22173,87,1,1091,8756
11735,91,1,1968,8536
2189,1,1,305,8433
29153,1,1,2018,8905
26021,1,1,2468,8640
48103,3,1,4486,8045
27076,87,1,989,8239
373320,91,1,2441,8213
9936,91,1,1965,9161
2465,1,1,124,9359
2784,3,1,4462,8209
44207,91,1,503,8486
42988,3,1,2750,8944
16089,87,1,955,9181
42695,91,1,4256,8785
19009,91,1,459,8943
36216,87,1,4752,9164
24783,1,1,4521,8085
38607,1,1,3213,8896
17120,3,1,3975,8430
13300,3,1,3453,8628
5512,3,1,2388,8349
22053,87,1,3691,9313
30811,3,1,4117,8317
11236,3,1,1358,8829
13194,3,1,4277,9029
48233,91,1,1447,8347
48308,1,1,3153,8635
10473,91,1,348,8000
48126,3,1,2552,8513
23176,3,1,2062,8323
38607,3,1,4713,9327
47283,1,1,2291,9372
28196,3,1,1611,9365
43121,3,1,2802,8514
37229,87,1,4166,8423
43200,1,1,4993,8691
2417,91,1,2788,8010
37791,3,1,2830,9112
32260,3,1,115,8316
1372,1,1,4568,9089
29556,91,1,3227,8565
45647,91,1,1378,8899
49703,91,1,3120,8494
24793,3,1,1142,9250
38607,3,1,2728,9296
9531,91,1,847,8699
8246,91,1,2909,8071
49422,1,1,1171,9282
28709,1,1,4667,8856
18387,91,1,3964,8585
3320,3,1,2368,8812
38607,91,1,2218,8263
48609,1,1,2417,8231
15460,3,1,3920,8064
5665,1,1,353,9400
40891,87,1,4371,9328
17217,91,1,1973,8005
48618,3,1,1340,8103
24819,87,1,2308,8766
29706,87,1,2380,8070
19468,3,1,304,8791
31584,1,1,326,8005
48955,91,1,2376,8019
35321,91,1,1056,8705
7867,1,1,210,8986
19315,1,1,3599,8086
38607,91,1,4670,9352
12336,3,1,134,8524
38607,91,1,702,8536
38607,91,1,1696,8882
118340,1,1,1778,8656
6777,91,1,319,9013
26364,91,1,949,8825
18516,1,1,2721,9013
548400,3,1,3751,8663
38607,3,1,4423,8263
26446,1,1,3559,8629
12414,91,1,1703,8908
25234,87,1,861,8483
38607,91,1,4088,8610
13240,1,1,4070,8656
14111,1,1,3594,8096
10504,91,1,2629,8009
48487,87,1,283,8559
49476,91,1,1887,9324
16387,3,1,610,8147
39717,1,1,211,9388
39999,87,1,907,8978
39484,3,1,4230,9379
35130,91,1,4843,8570
17835,3,1,2441,8672
47379,87,1,2135,8034
43255,87,1,4877,8441
26802,1,1,308,8514
22907,3,1,3837,8294
38607,87,1,4037,8331
31850,87,1,3732,9002
31066,3,1,2060,7967
4526,1,1,1794,8400
13517,87,1,4722,8142
12692,87,1,3157,8313
6498,1,1,675,8737
30243,91,1,960,8253
45512,87,1,475,9263
45694,87,1,905,8801
6730,1,1,1961,7984
838900,87,1,3204,9107
38607,87,1,1873,8787
14551,91,1,361,9138
26632,87,1,3508,8772
1562,1,1,303,8641
23266,1,1,4493,8043
15294,91,1,393,9225
46340,91,1,3038,8978
29251,91,1,554,8582
38607,1,1,3046,8799
1842,1,1,3607,9165
27144,1,1,2544,8184
41062,91,1,4997,8375
1940,91,1,4617,8135
46582,87,1,3596,8187
22813,1,1,2287,9363
13338,3,1,862,8638
22784,3,1,1453,8669
41684,87,1,294,9046
13965,87,1,2385,8064
37386,87,1,3009,8681
14328,91,1,2035,8609
17954,3,1,4068,8955
38607,1,1,212,8293
14597,1,1,26,8126
17323,3,1,2107,7955
38607,1,1,4726,8773
31411,91,1,933,9386
38607,87,1,2136,9096
38607,3,1,4834,9171
19935,87,1,614,9390
29453,3,1,3820,8233
46207,1,1,153,8853
23313,1,1,1388,9271
48459,91,1,3378,8312
24311,1,1,4346,9141
39518,87,1,2050,9051
41944,87,1,2249,8388
24086,1,1,1444,9186
16288,1,1,2489,9083
20900,87,1,1900,8403
38607,1,1,4196,9266
22580,87,1,4939,8400
21051,3,1,2089,8386
38607,91,1,4864,7976
11875,91,1,1287,9044
38607,1,1,1308,9292
8298,1,1,4285,8817
38607,87,1,2600,8125
34139,3,1,2544,8856
9482,3,1,4724,8807
15321,1,1,2463,8619
38607,3,1,4705,8633
37079,3,1,2079,9023
25707,1,1,4286,8742
8851,87,1,357,8546
10007,3,1,1502,8772
46044,91,1,1650,8400
2452,1,1,348,8898
20102,87,1,188,9369
5961,3,1,1956,8999
19163,3,1,4939,8088
43309,1,1,4162,8654
14679,1,1,2493,8960
43638,91,1,194,9394
31006,3,1,376,8575
38607,1,1,3632,9322
34316,91,1,5,8858
3265,91,1,3967,8333
42748,3,1,3216,8729
38607,3,1,2075,8740
31917,1,1,3560,8673
49141,87,1,528,9205
43025,91,1,1984,9358
38607,3,1,3684,8644
45642,1,1,3169,8958
38607,87,1,2089,8744
38607,1,1,504,8571
48737,3,1,2704,8614
40355,87,1,4263,8817
17345,87,1,3133,9084
22527,87,1,995,8218
19554,1,1,1047,8339
35845,91,1,3536,8278
23402,87,1,3922,8400
24720,91,1,2794,8874
45185,91,1,4786,7972
42542,87,1,2960,9116
41643,91,1,1389,8429
12875,1,1,2718,9128
17845,91,1,4132,8957
47445,1,1,558,9193
37844,3,1,3656,8903
5091,91,1,1203,8435
35043,3,1,2224,8667
43692,3,1,4776,8489
41624,3,1,4499,8898
21835,1,1,1277,8305
41323,1,1,2471,8475
46801,1,1,4418,9019
47673,91,1,1427,8352
32957,1,1,913,8843
24000,1,1,2797,8878
27649,87,1,1734,8770
25778,87,1,1618,8119
5132,3,1,618,9374
38300,87,1,986,8184
28800,87,1,3929,9325
26774,3,1,2557,8099
31437,3,1,2111,9232
33377,1,1,3735,9074
7717,91,1,4251,8851
44620,91,1,3737,8886
36178,91,1,1240,8297
40167,3,1,2395,7997
5599,91,1,2207,8848
9426,1,1,537,8923
23666,3,1,543,9004
37527,87,1,755,9102
40561,87,1,3738,8867
31943,1,1,1717,9310
7369,91,1,2562,8745
16976,91,1,1322,8339
23857,91,1,2006,7960
16930,1,1,271,8302
7568,87,1,2683,8558
40043,91,1,4677,9130
30425,87,1,16,8420
24617,91,1,4521,9291
13856,3,1,2702,8081
21094,87,1,4181,8339
34791,87,1,1928,8415
28482,91,1,2535,8559
38607,87,1,1590,8183
9669,3,1,223,8862
25707,91,1,1203,7991
41369,1,1,1433,8231
18455,91,1,411,8379
29237,3,1,490,8933
38738,3,1,973,8368
7186,3,1,4851,7981
41317,1,1,859,9147
25188,91,1,2863,9308
38607,1,1,3181,8816
38607,1,1,51,8430
22412,87,1,4267,9371
2110,1,1,2247,9379
38607,91,1,4044,8796
18169,1,1,981,8153
23546,3,1,4735,8624
6374,1,1,4886,8914
25833,1,1,4934,9216
38607,87,1,2597,8543
46833,91,1,4702,7981
20833,1,1,4670,8361
2788,1,1,880,8096
6382,87,1,148,9299
41898,91,1,1603,8374
43940,3,1,482,9188
38607,1,1,3045,8791
13874,1,1,2940,9235
15446,3,1,2526,8648
45378,1,1,2462,9092
40055,91,1,2644,8486
24348,3,1,1336,8143
48021,87,1,2370,8625
7536,91,1,1631,9255
38146,1,1,3248,7947
38607,91,1,1272,9351
5751,87,1,4348,8624
47933,91,1,1183,9367
793200,3,1,2676,8998
36378,3,1,4987,8608
38607,87,1,195,9058
15047,3,1,424,8366
25131,91,1,4255,9080
24250,87,1,4516,8070
6088,91,1,964,8468
378860,1,1,1989,8061
38607,1,1,20,8735
3438,91,1,895,8998
48430,91,1,4148,8220
155700,91,1,1356,9137
21861,87,1,1197,8453
38607,91,1,829,8827
11182,87,1,502,9361
5106,3,1,993,8063
22844,87,1,898,8467
8253,3,1,1291,8574
17416,91,1,1111,8021
45352,87,1,3383,8100
47815,1,1,16,9001
6047,1,1,1005,9397
28509,91,1,3197,8725
43633,3,1,3181,8447
34091,91,1,3221,8544
38607,87,1,2162,8978
44414,3,1,4198,8058
45166,1,1,2808,9114
48849,91,1,1326,7959
35387,87,1,1249,8836
22715,1,1,4112,8951
33142,1,1,413,8531
25424,1,1,3057,8660
23254,91,1,3016,9074
11975,91,1,1152,8468
10026,91,1,1160,8350
18333,3,1,4641,8926
38607,3,1,624,8275
43175,1,1,1999,8296
48119,91,1,4020,8011
34796,91,1,3111,8444
38607,1,1,1135,8409
38607,1,1,927,8393
14823,91,1,1515,8812
6482,1,1,3042,8896
23008,3,1,3920,9207
641600,1,1,2505,9296
37920,87,1,4782,9219
49236,91,1,3301,8865
45030,1,1,522,9271
14873,91,1,3116,8861
30602,3,1,1784,8859
38010,87,1,928,7997
7944,1,1,2918,8522
42615,3,1,3962,8037
1538,91,1,4669,8235
48512,3,1,1723,9273
37169,1,1,3329,8567
5874,87,1,2519,8775
45447,1,1,3996,8790
8502,91,1,557,9023
8205,87,1,1052,8955
16720,91,1,3023,8347
34802,3,1,1723,8316
27424,91,1,3083,8563
49546,91,1,3783,8366
43398,1,1,2925,8653
38607,87,1,4331,9228
38607,3,1,3993,8515
18068,91,1,2514,9177
16142,87,1,428,8363
19782,87,1,957,8757
8833,3,1,4013,8099
47979,87,1,3799,8395
19889,91,1,3072,8841
46892,3,1,839,8425
42981,87,1,4060,9008
22436,91,1,2272,8191
42148,87,1,4893,9240
30935,1,1,3901,8005
29964,91,1,2764,8576
38607,3,1,851,7984
18182,91,1,4815,8908
12495,91,1,3129,8319
38607,91,1,2802,8473
43318,1,1,4081,8276
31745,91,1,1279,9033
43603,91,1,1770,8262
29689,3,1,194,8978
38607,87,1,2397,8507
38410,91,1,1282,8881
47797,91,1,4207,9350
31233,3,1,3598,9219
12156,3,1,961,8056
49153,3,1,1470,8742
4880,91,1,342,7946
27015,1,1,2751,8739
36455,3,1,1782,8502
38607,1,1,273,8485
45394,87,1,3309,9045
49938,87,1,1178,8063
17053,1,1,3820,8141
21646,3,1,4724,8714
554420,3,1,661,9015
18734,3,1,1471,8377
3149,3,1,645,8039
45880,3,1,1175,8876
37789,91,1,4151,9209
38120,91,1,1347,8763
36437,87,1,3860,8011
44757,1,1,968,8866
38607,91,1,1411,8367
46025,3,1,2983,8252
11774,1,1,2210,8897
19777,3,1,1533,8005
18297,91,1,3357,9339
3270,3,1,3426,8168
7870,91,1,1064,8694
31610,87,1,457,8346
9668,1,1,3159,8553
41151,87,1,597,8015
4306,91,1,2159,9194
20251,91,1,1626,8035
33065,87,1,3756,8011
3154,3,1,1947,8365
30563,91,1,2667,8505
540640,91,1,708,9044
6572,91,1,3219,8008
48975,87,1,4958,8325
5671,91,1,935,8101
12777,87,1,1463,9400
39123,3,1,1195,9166
9568,91,1,2022,9186
36801,87,1,3198,9074
6677,3,1,1310,8710
44901,3,1,3572,8689
587380,3,1,2316,9142
4122,3,1,3215,8342
42648,87,1,3397,9243
35239,1,1,3944,9263
39590,1,1,406,8631
13216,1,1,1653,8936
46345,1,1,1273,7976
37720,1,1,2170,8398
10306,91,1,3683,8386
12570,3,1,1179,9108
45907,91,1,4675,9384
22478,3,1,2019,8965
48771,3,1,1158,8448
425500,1,1,2832,8909
41089,87,1,617,9235
44567,1,1,4914,9151
36013,3,1,1894,8071
26823,91,1,2476,8840
22581,91,1,1115,8324
26539,87,1,1471,8218
13148,91,1,1951,8152
10568,3,1,1523,8141
38139,1,1,700,8850
47178,1,1,3458,8636
1276,91,1,4857,8299
22298,87,1,3491,8404
965740,91,1,1221,8642
43035,87,1,539,8753
45577,3,1,32,8119
30718,1,1,4402,9118
18241,1,1,3366,8619
15241,91,1,519,9367
25786,91,1,2910,8805
38607,87,1,3379,9132
39358,3,1,1617,8069
25788,91,1,854,8571
38607,91,1,1615,9309
45555,1,1,3426,8261
11179,87,1,2225,8189
47412,1,1,1524,8246
45546,87,1,1572,9266
34633,3,1,2109,9341
30082,1,1,1448,8873
39726,91,1,121,9050
34168,1,1,200,8425
20557,3,1,2604,8604
43610,91,1,1845,8357
5288,1,1,3119,8103
16088,91,1,3656,8344
42170,3,1,1992,8678
42873,1,1,3972,8284
27880,3,1,268,8232
27087,91,1,2794,8216
37114,91,1,2840,8299
31203,1,1,4622,9084
44503,3,1,3025,8118
20224,91,1,2640,8344
17305,3,1,4238,8637
29417,91,1,3163,8400
6356,91,1,2234,8823
38607,3,1,3134,9340
31777,87,1,34,8964
28368,1,1,1427,8711
8079,91,1,4,9026
44453,3,1,4867,9217
28930,91,1,730,8232
37347,1,1,3089,9199
30084,87,1,2113,9239
33204,1,1,4977,7973
10425,1,1,3712,8649
22946,1,1,3560,7946
8352,91,1,401,8423
15856,87,1,3906,8898
23039,1,1,4767,8845
20285,1,1,2889,8209
26710,3,1,4174,9330
22632,3,1,1556,8272
8594,87,1,3983,8248
34537,91,1,4390,8576
46828,1,1,4969,8691
31359,91,1,4193,8898
26677,3,1,2737,9290
47702,87,1,1607,8496
28586,1,1,3781,8973
8593,3,1,2806,8839
40122,91,1,3026,8654
4123,91,1,4117,9107
44078,3,1,501,8483
40763,91,1,2665,8889
46513,3,1,2452,8192
15374,91,1,1302,9103
5667,1,1,4750,8578
27304,3,1,4508,8741
24640,91,1,1302,8011
49797,87,1,162,8937
14176,3,1,410,8889
30673,87,1,2626,9293
6040,87,1,2897,7944
38607,3,1,1872,8523
19382,1,1,2228,8779
8755,3,1,4617,8072
10931,91,1,722,9147
38607,91,1,367,8002
5195,91,1,3652,8135
12566,91,1,2638,8056
9293,1,1,2069,8976
41186,91,1,2567,8956
25690,87,1,1900,8523
13817,91,1,3395,8447
23455,91,1,4600,8030
14096,1,1,1708,9089
3696,91,1,2155,8044
39119,3,1,2382,8693
8782,3,1,1671,9342
19658,1,1,3719,9278
8276,1,1,4353,8255
11459,87,1,1543,8728
38607,87,1,3780,8394
42600,1,1,4457,8176
4981,3,1,3270,8426
38826,3,1,2916,7956
30473,91,1,3466,8592
21290,3,1,2857,8074
20135,87,1,2040,8868
39786,91,1,137,9380
44487,3,1,472,8972
15776,1,1,2141,9241
440440,1,1,1567,8034
41769,87,1,1979,8925
41295,1,1,202,9124
26096,3,1,4258,8928
13079,91,1,4426,8599
44898,87,1,3205,8308
35153,91,1,4488,9386
38607,1,1,917,8317
42580,91,1,2541,9362
20840,87,1,4872,9071
38607,1,1,4501,8499
631100,3,1,842,8330
48354,1,1,1098,8878
23570,3,1,4704,9228
117560,91,1,867,8371
48389,1,1,449,9254
10842,91,1,3671,9167
22412,3,1,3796,8178
4659,87,1,1734,8955
14621,1,1,3826,8314
26370,3,1,968,9034
11763,3,1,1754,8799
20850,91,1,3260,8655
23967,3,1,4899,8074
38607,91,1,2433,9169
5920,3,1,3597,8964
29022,3,1,2858,8869
28356,87,1,2554,8984
33617,91,1,4069,9139
32857,87,1,2993,8602
4424,87,1,2295,9170
23092,1,1,2565,8710
41386,87,1,23,8622
21342,87,1,2926,8813
38607,91,1,3256,9061
27688,87,1,1806,9362
34241,1,1,2423,8319
7698,3,1,227,8895
42903,1,1,1511,8313
15694,91,1,2175,8301
46871,87,1,1995,8219
22245,91,1,4191,8140
31411,91,1,800,8909
9621,3,1,4475,8617
21522,3,1,2716,9238
33782,1,1,3550,8544
39691,91,1,1173,8657
9747,91,1,649,8913
9503,1,1,4491,9114
6886,87,1,2044,8562
5146,87,1,1957,8532
14759,1,1,441,7996
21611,91,1,4958,8521
26526,87,1,2206,8152
100720,87,1,3007,9387
35067,91,1,4919,9321
38607,91,1,1335,8126
2094,3,1,4468,8546
42103,1,1,3812,8777
36860,91,1,2547,8608
8827,3,1,3752,8191
25226,87,1,4746,8898
25842,87,1,760,8004
44936,91,1,824,8508
12261,3,1,3112,8481
40383,91,1,4409,8681
11493,3,1,1118,8070
28253,91,1,3184,9288
37919,87,1,171,8459
35322,1,1,89,8962
12122,3,1,223,8669
41888,87,1,4781,8474
8187,91,1,4923,8905
18128,87,1,1642,9095
