final_price,id_service,id_status,id_date,id_event,id_evaluation
2694,1553,1,8789,10814,2004
11868,1996,1,7950,6491,7699
746,2003,3,8515,4135,11150
8602,361,3,8720,5895,8798
14402,342,8,8027,10564,11977
2450,2412,8,8683,9998,5323
6057,663,8,8267,4063,11528
12318,1334,1,8964,7643,2848
10334,1708,8,8459,7194,11461
8388,1720,1,8347,6520,11296
2364,632,8,8968,5791,11381
5272,725,3,8466,3105,10843
5703,1584,1,8090,10719,2640
3045,586,8,9014,4653,7037
4164,691,8,8130,453,6279
14199,2402,1,8147,9436,9157
11404,150,3,8676,6737,11867
14252,1631,8,8943,7800,9682
7368,38,8,8270,2709,7071
14446,1994,3,8473,8143,343
9210,1771,1,8444,7283,9592
345,2475,8,8721,2809,2147
13128,1068,8,8788,6633,8767
3258,1008,8,8927,11484,5441
11319,1760,3,8970,5553,10566
10145,2330,8,8614,10398,10421
2637,2161,8,8761,412,9226
11758,1253,8,8715,1952,6611
2123,1668,1,8009,11381,8755
983,2089,3,8789,5665,4006
891,1584,3,8929,7404,130
14613,55,1,8553,4389,5130
1327,2286,3,8963,4539,1433
566,1407,1,9009,4237,8386
7289,611,8,8004,8630,1164
10965,1412,1,8580,3370,10748
1768,445,8,7998,9235,9444
961,2363,8,8140,11208,3816
5065,877,8,8209,2035,11349
9220,209,8,8136,1104,1757
966,811,3,8126,4954,1452
3380,1965,3,8176,4144,5051
139210,1709,3,8217,4113,4163
2598,105,8,8512,1554,4220
6008,166,3,8721,995,8918
14952,250,8,8680,5023,6299
8774,2488,3,8290,11409,11990
11010,2264,1,8723,4413,2815
6018,1621,1,8588,6351,7536
6202,1648,8,7967,9784,880
10305,988,1,8685,5174,7814
6584,2239,1,8729,15,11320
1715,374,3,7962,11805,2137
6386,513,8,7962,5494,6305
9231,2044,1,8532,5759,8873
5380,1154,1,8105,11611,8804
7636,295,1,8119,3975,2570
10554,28,3,7968,8775,11226
4224,1770,3,8456,10118,1339
76260,760,8,8638,3041,9149
8669,1623,1,8526,5116,5351
9883,2455,3,8660,2848,901
4021,1310,1,8482,6540,7458
4727,422,1,8211,6664,6783
6991,909,3,9057,451,10959
6556,916,8,8212,10054,3813
10251,2340,1,8444,3517,2718
13517,1805,1,8436,1214,9225
14980,817,1,8716,2542,10267
3023,1061,1,8174,9521,8172
4206,212,8,8555,10908,6264
9115,1929,1,8243,267,5389
12857,1226,3,9015,11313,8780
5109,2118,1,9051,5811,2269
9341,2396,3,8247,6394,3866
2639,102,1,8909,7159,11202
14424,872,1,8360,7300,9447
5900,520,3,9032,39,11667
3563,149,8,9020,2227,11299
5010,451,8,8489,7371,10609
8811,1911,1,8898,1988,10805
11859,507,3,8731,5879,5857
12816,1949,1,8243,8753,1937
6100,479,3,8332,9703,5163
9521,38,8,8853,6635,10590
4924,1608,3,8843,7102,10696
2173,1974,1,8873,6754,5393
11685,1764,1,8462,7478,4966
10401,1850,1,8842,6956,3664
571,2083,3,8055,4872,10344
14599,1294,1,8146,5041,6801
23810,1493,8,8146,11621,6488
2912,2334,1,8817,4603,3070
530,2479,3,8817,10695,8100
11259,934,3,8114,5846,7045
8467,1703,3,8120,11413,4314
2008,1323,1,8794,1080,10902
5975,1199,8,8051,11381,11091
6415,1175,1,8292,11796,3974
6133,2122,8,8598,3953,9552
9721,1017,3,8666,6114,638
2845,2423,8,8873,11125,498
13944,318,8,8329,8396,9651
8918,2207,3,8604,10148,1726
5888,1961,3,8737,10521,7585
10929,2024,1,8550,7847,6721
12327,432,1,8505,9020,5725
11077,1122,3,8380,11181,10179
3869,1593,8,8893,10131,3627
296,2094,3,7950,9242,5777
448,137,3,8615,5391,7885
13946,830,1,7990,325,10574
11657,1432,3,9065,4584,10556
5639,991,1,8049,11421,11823
6072,770,3,8730,2558,11852
8218,1244,8,8337,3905,1508
14153,2238,3,9013,4584,11876
8111,2389,1,8847,3948,9546
3773,2324,3,8479,9801,8365
7164,1333,1,8896,5354,5199
375,1787,3,8021,8723,6802
8347,1833,8,8697,5013,1273
4892,266,3,9033,10914,11430
54270,2147,3,9006,9210,7788
6260,1985,8,9027,3835,4254
4538,1248,8,8232,2409,10870
2539,2037,8,8686,8373,7186
4175,518,3,8575,655,11112
5275,98,1,8021,5213,2435
14222,2314,3,8844,7908,3556
4836,693,3,8529,614,9503
14274,519,8,8372,5062,2397
2278,1545,8,8727,10043,6525
9779,348,1,7998,4001,8544
11706,1812,3,8793,8758,9935
14763,677,3,8817,1001,4054
12351,2393,8,7991,11403,4587
8686,769,1,8915,11503,3298
3722,904,3,8447,5234,2903
475,2498,8,8813,9474,6474
86320,1370,3,8828,5755,11563
14632,2489,8,8489,1003,2452
10273,2475,1,8920,2531,4888
140530,2215,8,8193,3358,663
4699,1178,8,9028,4336,9013
5226,1618,1,8288,5816,3691
9406,335,3,8506,3491,6544
14045,1011,3,8486,2839,8369
9100,944,1,8508,10830,928
61510,1195,1,8282,9682,6648
13411,846,8,7963,7025,8518
7934,1844,3,8770,7973,5420
10262,395,1,8400,11766,8816
7181,2032,1,8266,486,5195
10271,1403,3,8949,5904,10116
13130,1207,1,9001,8652,2528
2115,1957,1,8115,4807,1829
4216,835,3,8431,8620,5095
6325,1806,3,9017,10864,7852
12107,663,1,8943,6030,3823
9375,352,3,8931,3884,2378
5028,90,3,8058,10319,10542
1517,1104,8,8973,11824,6658
2419,314,3,8511,10413,8590
4785,424,8,8389,6172,9590
1844,2360,3,8318,2839,3077
8481,669,1,8025,10529,5484
1188,1887,3,8998,4854,11566
13032,1201,3,8702,10946,8852
14833,1076,8,8222,4580,9662
2066,579,1,8585,7682,90
14317,2060,8,8504,6521,8379
13132,1748,3,8726,10863,8586
4140,328,1,8937,9067,4978
2319,872,1,7962,5378,1693
69640,1922,3,8579,8231,1581
4121,2358,1,8786,4033,5076
11012,723,8,9062,6481,4243
11170,829,1,8455,4969,8298
12874,1920,3,8926,2406,6843
10869,1160,8,8468,11576,6287
13415,1938,1,8687,250,10786
440,1584,3,8140,874,11305
9392,1778,8,8768,4924,9079
2506,2100,3,8543,7764,6962
4371,1100,3,8661,2938,10142
10955,1636,1,8884,7731,6267
2895,888,3,8278,11496,9934
5994,1013,3,8639,8859,4953
11252,1513,8,8082,1157,9351
6691,775,3,8202,3851,3114
2824,614,8,8624,8031,10187
13942,234,1,8347,4651,5515
12419,1952,3,8322,4751,6242
11711,2204,3,9062,5139,1507
2072,1928,8,8724,5405,9350
14194,407,1,8910,3075,3983
3683,757,3,8050,6633,7682
6604,571,1,8318,9317,11991
10678,2406,1,8113,6511,10813
10374,1449,8,8523,9859,6651
13058,1778,3,8441,756,7634
4136,1111,3,8530,10358,7584
11013,808,8,8659,8862,7887
13003,2352,8,8901,545,1632
322,1677,8,9051,5444,5718
5364,1008,8,8808,6155,7189
10779,2182,3,8504,4505,11755
12575,2056,3,8100,8010,7513
13922,642,1,8297,7638,471
3905,1000,3,8970,10071,9508
3736,2043,1,8480,6674,10045
14175,2018,3,8261,11396,4062
12933,250,3,8924,2624,769
11876,2432,1,8825,7998,2148
10289,1030,1,8482,41,5510
9450,1416,3,8360,9064,9086
9152,2454,8,8644,4549,10373
9574,261,8,8743,11930,4277
102010,1492,1,8446,10302,7531
2055,1584,8,8037,5727,10503
2314,2428,1,8214,4399,9628
13450,173,1,8388,2024,5747
3522,1380,8,8511,4785,6296
12615,2017,1,8755,281,7518
66520,2449,3,7967,5952,6690
9262,152,8,8202,2745,11527
14500,1731,3,8786,4358,7774
5442,2251,3,8948,7495,6372
2271,2214,8,8755,1401,10862
12942,222,3,8859,7546,3053
2298,1317,3,8444,1577,10564
6656,82,3,9069,7142,7809
8384,755,1,8948,8139,2687
104920,1918,8,8397,6632,7469
4040,621,3,8787,9618,8066
13953,355,8,8246,808,11280
2665,2148,8,8897,6000,6087
4247,1906,8,8472,9512,8071
9746,1431,8,8439,1915,3400
2669,1246,3,9055,6630,6653
4899,370,1,8864,10497,10061
2010,481,8,8454,3867,1959
5708,1558,8,7961,3519,1659
11618,2297,3,8178,10428,10616
7613,2454,1,8405,5922,749
7337,778,3,8855,10006,8187
3847,1073,8,8082,2089,11719
11189,1006,1,8799,5340,5435
13110,800,3,8789,283,9578
8504,1809,3,8295,2437,578
14377,1965,1,8967,10705,11674
1913,811,3,8346,2505,4962
369,216,1,8078,2730,2527
4237,1303,8,8138,4732,5364
6165,254,8,8110,10686,4456
12341,729,1,8102,6251,10648
3711,2259,8,7997,4020,7150
2306,192,1,8104,6883,10612
2183,732,1,8256,8375,1323
9332,1068,3,8256,5081,4896
2948,1076,8,8831,4633,5102
9652,726,1,9039,4947,6930
8944,2097,1,8724,10818,10096
2525,1187,3,9041,11013,11536
2447,2220,8,8623,8513,7617
13949,1908,8,8358,10701,6425
14357,383,1,8341,2000,3347
6256,1464,8,8664,8089,10184
7622,635,1,8700,1807,46
58500,976,8,8656,9128,10520
9974,1177,3,8110,1064,582
9670,2390,1,8182,1281,9799
11183,1106,8,8225,6725,9024
13551,1685,3,8187,8918,10416
5144,1549,1,8949,9296,1989
4385,2398,1,8427,8314,3423
10409,942,1,8545,5480,8546
10701,291,8,8598,4793,4271
6175,719,1,8910,2832,794
5056,1137,1,8370,5208,6867
347,314,8,8706,11391,9545
11548,1739,8,8998,767,11813
13510,2208,8,8847,4068,5014
1265,943,8,8847,7713,10999
12315,809,8,8111,11720,6104
11328,1998,8,8517,11682,6719
12369,335,8,8238,10363,2124
1936,2265,8,8023,10283,5814
6025,1613,1,8693,10281,3059
2603,216,8,8409,4816,8191
13498,1682,1,8252,7653,3650
12882,2099,8,9005,9571,7956
1236,502,3,8084,1150,10084
10829,2462,3,8728,4540,5786
206,309,3,7948,3058,7132
14141,2078,8,8174,10938,11191
12016,896,1,8604,8530,6788
6439,413,1,8303,6954,8273
4111,1360,1,8944,8356,9558
6353,657,8,7957,8607,9720
12297,1886,3,8257,5860,5832
2199,1930,8,9039,3448,5834
10319,2376,3,8710,7193,9413
12444,1774,8,9064,7696,1958
12585,460,8,8128,8567,202
12453,2403,3,8351,6084,10012
5714,1655,8,8761,3383,386
4043,1762,1,8419,4091,9142
5768,1785,3,8799,5932,3613
116250,868,3,8011,4494,2023
14991,766,1,8460,4548,9459
1451,1170,8,8125,2596,10638
14798,1119,3,8518,9096,4562
1872,2474,8,8301,1919,7259
8734,360,8,9068,249,1743
5960,1694,1,8785,11477,11271
896,1647,1,8223,2521,8181
4374,2312,3,8808,11215,3984
2541,1799,1,8326,3054,3365
301,1468,1,8544,2986,10039
12727,297,1,8197,5581,7110
1086,439,3,8484,5144,10816
2119,219,1,8344,1691,7625
2133,1515,3,8412,8649,7843
10172,1707,1,8377,3871,797
4352,2122,1,8330,6438,3522
13272,220,3,8423,6125,4332
10461,829,8,8150,547,4488
5704,330,3,8580,11739,11380
69430,1799,8,8765,6371,9773
9002,2484,3,8409,10789,2736
7920,660,3,8235,6255,3915
10668,2183,8,8040,7578,2840
876,379,3,8325,88,9449
3011,2377,1,9038,11220,6625
8253,509,1,8924,3915,9785
1959,1471,3,9050,5593,5931
9067,656,1,8597,5256,6010
10381,2164,8,8296,11936,5847
1639,1245,1,8600,951,6934
1995,711,1,8436,10580,4131
11708,1135,8,9018,8265,9150
10273,1220,8,8881,11821,11582
13890,67,1,8300,7903,849
7692,1972,3,9022,4825,11798
14383,542,3,8874,155,5706
13406,11,8,9038,2438,595
3602,1140,3,8069,7468,5937
13673,1655,1,8787,3223,4525
1825,641,8,8796,4518,9122
14315,674,1,7993,2312,6955
12188,1385,1,8411,408,9284
7808,1871,1,8805,2622,11399
8650,644,8,8926,4114,10143
11092,2225,3,7986,8250,1294
2766,2218,8,8709,9467,1320
9472,952,3,8255,6630,7177
13016,1696,3,8406,11204,5545
13799,2215,3,8337,5736,1055
864,774,8,7947,7290,7834
4587,2241,3,8076,581,3499
8019,1456,1,9040,8501,6953
3340,1954,8,8444,6372,8551
120370,1592,1,7990,6660,2705
552,1918,3,8467,8954,2386
105790,1715,3,8085,2702,9381
553,999,8,8390,91,4715
453,685,1,8157,10009,9663
12191,153,1,8370,5602,11641
13673,1793,1,8337,3442,4246
2946,2320,1,8171,8900,6071
1800,2247,8,8884,116,3490
7654,1495,1,8503,8885,11629
8077,1386,8,8297,8155,3611
11504,2263,8,8943,2119,7175
1402,2255,1,8062,10484,11062
5767,1781,8,8629,3076,627
95740,843,8,8461,6542,10345
8330,277,8,8178,7868,4911
7788,637,8,8056,8628,942
4706,2221,1,8315,10477,5247
4993,1934,8,9058,4076,4212
3068,1861,3,8426,7759,11415
3214,577,8,8330,384,1658
2219,1111,8,9003,9013,8122
9012,238,1,8255,3676,3987
8757,1746,3,8316,5354,3074
13967,1607,8,8216,7761,11949
1393,569,3,8730,1495,5093
120440,965,3,8466,7126,4143
8604,1875,3,8826,3227,8152
313,2051,3,8791,3363,3183
1320,115,1,8097,10620,4411
3438,189,1,8259,8785,10957
13775,271,8,8426,11224,8652
638,339,1,7945,5754,10192
2728,453,3,8939,865,754
3999,2412,3,8103,11108,9478
4263,2311,1,8324,8552,8832
13555,1022,1,8179,652,7614
4900,736,8,8716,10098,4196
8260,457,8,8678,8252,2316
7416,1245,8,8241,2360,10305
23410,418,1,8793,11601,1938
6466,344,3,8324,8148,9340
3276,2490,1,9069,2789,11227
835,2099,3,8421,8411,10176
3835,1475,8,8849,2297,1132
5536,1986,1,8128,9866,11245
1401,1574,3,8009,10871,10339
7269,1410,1,8562,6321,11817
8486,825,1,8452,3391,11178
5726,2419,1,8699,10204,2799
12174,2189,3,8100,3321,11056
6016,522,1,8560,1042,7848
14989,2209,8,8685,6311,3085
3845,1193,3,8802,11186,7544
8632,1840,1,8234,10217,4866
10265,1487,8,8894,11516,2979
84200,1793,8,8885,11435,6417
4712,1093,3,8389,6902,10298
1347,1224,8,8764,3618,8418
14806,1572,8,8109,6665,8192
9204,746,8,8552,11034,3885
1982,2198,3,8938,1679,9206
1709,53,8,8962,9128,9619
14704,475,1,8073,2890,10323
13521,666,8,8394,537,10518
6546,138,1,8232,5789,11537
12197,1497,1,8545,11603,6272
12959,1760,3,7994,7676,2299
14352,2431,3,8026,2437,5634
9602,1236,8,8614,2438,2497
253,587,3,9021,4464,10580
4674,471,1,8894,3019,1799
6681,1105,8,8163,5700,6252
8102,1952,8,8953,542,570
317,584,3,8056,8146,9855
8873,1864,8,9027,11407,8901
12751,2331,8,8675,2102,10969
9998,903,3,8135,4704,1548
7574,1520,8,8226,4504,5474
7955,221,1,8169,4943,11829
11985,1520,3,8719,5469,7512
4810,89,1,8157,10395,10413
12292,1575,3,8184,7753,10703
13250,909,8,8699,4570,3712
8460,1803,3,8764,4481,1815
754,1024,3,8485,5126,8706
14869,1287,8,8329,4207,5521
3951,2322,3,8685,6542,5779
13363,602,1,7963,1762,8344
2084,742,8,8689,735,7433
12519,36,1,7974,10008,6646
1348,1503,1,8237,6466,4400
2913,959,3,8806,5042,8431
11287,1478,3,8325,4348,8226
4595,1186,3,8563,4781,683
1564,712,3,8618,5242,10884
464,2081,8,8082,2888,2801
14178,1815,3,8357,7577,1353
6163,562,3,8406,7546,9947
10599,2253,1,8787,11761,5466
4678,2494,8,8926,4265,9492
5801,906,3,8744,6792,11012
1226,1613,3,8157,10684,10015
9033,1324,3,8158,4572,7336
13723,2482,8,8144,8011,4267
9765,1829,8,8289,7994,3842
13092,979,1,8059,4647,8148
13661,39,1,8662,11020,6349
2624,787,1,8006,3184,8120
11812,1756,8,8655,8919,377
4475,533,1,8752,11290,9926
5249,898,3,8402,4416,4870
2141,2482,8,8677,11928,11409
13983,1954,8,8249,7119,5310
13333,1267,8,8885,11160,10551
1342,2304,3,8068,10941,1331
14796,1248,8,8183,6996,4565
4521,1161,3,8686,5564,10470
14708,484,1,8528,5972,644
12065,551,1,9045,6456,5383
3513,1263,1,8593,9849,11697
9519,1230,1,8823,550,7522
10795,365,8,8948,1075,6473
1354,1026,3,8506,4578,6157
2091,2163,8,8068,770,5741
5267,1099,1,8391,8572,1788
2654,1048,8,8206,7733,9635
262,2076,8,8120,7029,2798
11716,185,3,8462,5967,10875
1176,1151,3,8573,9825,6007
3104,1735,8,8621,2074,11509
5193,1363,3,8250,1566,3257
744,538,3,8450,7053,3550
277,778,8,8906,168,8219
11008,18,3,8885,11380,10529
7823,830,8,9061,10411,747
8300,2091,1,8606,8797,6129
3973,854,3,9013,7174,9183
7065,2051,8,8119,1068,8248
3549,1719,3,8187,8459,5502
13481,2196,1,8727,3415,9716
9783,938,3,8539,1585,4898
14836,443,8,8804,9737,11128
4445,497,3,8805,5830,4318
14299,613,1,8012,11508,126
8931,468,1,8253,8152,8800
11195,1379,1,8910,8985,356
1719,1172,3,8275,5660,11888
8894,315,8,8030,10193,11874
11578,1072,8,8073,2114,11352
5525,1640,8,7973,3338,8795
9937,317,8,8338,415,6808
952,408,1,8643,10244,7953
87370,2082,3,8921,3689,9181
5211,225,1,8435,6396,2450
12784,1964,8,8093,3442,8297
348,1340,8,8425,877,8738
10098,2328,1,8729,11860,11473
7273,1420,1,8970,2058,11436
3711,1436,8,8004,8517,2345
1887,868,8,8717,9934,3488
2191,281,3,8135,2248,3311
99310,1101,8,8822,1447,6147
431,1295,1,8655,6047,4015
14966,889,1,8950,11366,10692
331,1016,1,8040,1248,5048
3915,479,1,8513,508,10559
11052,1754,1,8732,2644,174
11828,1820,1,8588,2991,4793
927,2460,3,8383,892,5469
5608,1144,3,8918,1554,9279
11612,589,3,8677,3938,2521
13769,2476,3,7986,6771,4517
12299,83,3,8359,6316,10282
12688,1267,1,8542,8529,728
4999,1243,3,7971,237,11065
9201,2224,1,8616,11647,1601
12313,1284,1,7970,7212,540
10387,329,3,8389,1975,4002
12422,1023,1,9045,872,9574
3407,482,8,8604,4004,9320
13026,2336,8,8192,770,623
804,252,3,8292,650,5110
7921,1877,1,8577,10267,3290
12868,422,3,8781,4927,11111
3707,1274,8,8604,9055,6389
14916,1704,8,8924,2143,11001
14403,827,8,8252,11010,11109
11697,2342,3,7965,7841,2396
1914,565,3,8328,7669,1636
4454,2265,3,7990,8945,7642
5759,1969,8,8680,9590,4930
36690,2168,8,8847,4018,1764
11668,1360,3,8901,9972,7704
8154,851,3,8842,4226,3428
6842,2204,8,7986,11135,11274
91770,2130,1,8162,9055,6989
6086,2228,3,8604,5019,3210
779,1826,3,8488,11242,8532
10800,870,3,8181,4672,11983
10226,1439,3,9000,6505,7229
8916,1184,8,9003,5118,3214
3143,513,3,8444,155,9841
13965,1825,1,9000,4760,2948
4380,2048,1,8740,11943,1231
9597,1171,1,8835,5248,1158
7843,1097,1,8548,3005,1288
13167,488,8,8099,8083,1713
4159,952,3,8979,9645,10853
5928,1332,1,8236,2469,8756
2289,2383,1,9036,592,8394
7196,1779,3,8068,1871,3087
8723,1789,3,8198,3010,4213
1704,1891,8,8675,478,684
9901,1990,3,8211,6346,7152
10466,2391,1,8555,10767,1916
5635,2252,3,8506,10003,1638
2845,2035,8,8745,10464,9354
3767,1410,3,8218,4324,3674
7743,1542,3,8666,7212,108
12217,447,8,8413,5620,8952
35180,2406,8,8939,715,3745
7228,1440,3,8278,3023,5101
3679,1044,3,8341,5091,5336
11529,406,1,8094,5954,7050
5993,152,1,8838,3778,6597
8288,515,8,8943,1388,1797
7046,180,1,8519,10940,28
3243,1120,1,8424,10454,6469
12463,2321,3,9009,9547,10661
7751,1614,8,8598,1712,2987
12998,418,3,8026,5577,8039
6039,518,8,8674,9972,3368
14279,434,1,8756,11684,520
6290,2495,8,8697,7263,6635
13038,1662,3,8268,11011,5219
7746,1089,3,8729,6442,5543
1830,1534,8,8632,242,3055
16340,498,8,8972,6520,4068
696,1095,3,8306,9195,6298
8289,1394,8,8367,2386,6905
11726,2397,1,8604,6494,6364
9680,166,8,8020,9894,5995
14801,2197,1,9010,637,4969
11712,2395,3,8853,3626,963
7785,1383,1,8400,10752,5624
9038,1691,8,8915,4269,11783
14814,1840,8,8778,921,11082
11467,886,8,8385,8636,4283
12111,2372,3,8046,10225,8792
1665,2380,8,8902,11723,6211
4807,1308,3,8820,4941,4537
13638,1698,3,8324,9776,10951
14346,1778,8,8512,642,10908
6608,1714,1,8493,10978,3562
7078,1085,8,8360,4398,9331
12279,1566,8,8242,6294,3920
4434,260,3,8569,3190,284
4426,119,3,8473,2827,11552
9700,891,3,8557,11727,5698
8870,2214,1,8801,2345,5622
10110,2194,8,8660,585,8144
5488,28,3,8826,11206,5879
14376,513,1,8493,1841,4486
4448,477,1,8048,784,6138
2114,273,8,8254,4265,4686
14153,633,3,8512,4393,5828
292,2243,3,7948,8064,5436
14124,1629,1,8639,7628,3265
8709,873,1,8902,10106,10195
5799,325,3,9036,7521,6631
926,1184,3,9010,584,667
11289,1812,1,8643,5445,9387
1694,391,8,8985,11459,6419
10177,2173,8,8117,9330,4473
12825,1775,3,8513,4898,6863
1469,11,8,7954,8203,4519
10688,767,3,8326,3761,5352
3328,393,1,8469,10523,9524
8048,1421,1,7990,3239,1121
3847,2237,3,8058,3237,4880
11689,849,3,8798,8482,7219
5881,490,1,7990,3129,144
266,374,8,8693,6782,236
4387,1556,8,8645,1118,9641
6254,549,8,8129,11145,7058
5902,2441,8,8045,181,10906
2670,2419,1,8278,1803,10306
67960,82,8,8571,11200,11502
7315,1152,1,8224,4880,4312
13430,2332,3,8209,7938,6066
14348,902,1,8639,10036,1721
13573,2437,8,8060,819,3584
25640,1845,8,8726,11226,6291
6095,808,1,8861,4844,9892
2123,946,3,8427,692,9014
14279,1821,1,8187,8759,9287
8684,75,8,8116,1081,9943
3060,468,1,8197,4111,5574
2437,49,1,8927,3723,2429
14061,909,8,8135,9519,5656
7037,1981,8,8839,191,3978
11536,847,8,8452,661,6068
3589,1341,3,8193,8064,8682
8479,141,3,8061,78,10814
6258,2087,8,7993,5866,2170
3807,2052,3,8224,6340,5007
12873,287,3,8461,5812,3533
11017,852,3,8311,1072,11744
11406,938,1,8329,4020,7295
9774,2121,1,7955,6785,11289
972,526,8,8090,7184,7111
11265,525,8,8629,5977,6218
6074,712,3,9054,9614,10383
14107,439,1,8266,1109,8786
3554,406,3,7968,7096,929
2052,725,3,8797,1331,7164
14206,1238,3,9006,4053,9239
7475,257,8,8999,10615,6700
12836,724,3,7965,3686,88
3828,1815,1,8488,11221,2731
4868,420,8,9004,5002,1157
10833,1988,3,8656,1405,9959
1313,915,8,8753,1510,2198
11065,1232,1,8506,1071,3071
3795,2111,8,8041,3802,4141
7116,433,8,8343,1358,11688
2342,2039,1,8772,9106,10034
1867,1719,8,8099,10136,10046
12749,1781,8,8038,3345,7232
7962,60,1,8745,1538,6884
4239,1785,1,7996,4582,10946
3378,220,8,8904,4771,1327
12785,533,8,8182,11158,4290
9671,795,8,8448,10020,9669
8554,522,3,8274,1355,8075
10096,526,3,8435,7254,111
2088,132,1,8516,8362,11354
513,69,1,7945,8168,3486
8001,460,3,8766,2995,4034
11599,1175,3,8438,4253,11389
13319,636,8,8127,1351,8622
12639,1285,1,8007,9907,11615
7233,2304,3,8834,1410,10634
2998,1157,1,8292,9011,2294
10625,108,8,8655,4766,11955
9186,1450,3,8956,9366,8035
12983,1915,3,7959,402,5754
6823,188,1,8109,677,11200
3635,544,8,8346,5558,2454
7803,1487,1,8685,4336,3735
2632,1226,1,8530,9502,9454
9081,1185,8,8267,2127,11212
44830,530,8,8838,2192,8948
5045,2209,1,8046,7157,6151
2843,325,1,8024,6787,11897
10233,409,8,7993,9870,34
2289,1439,3,8006,7352,7842
6272,173,3,7987,7225,2108
1583,1864,3,7961,1498,4638
7642,1960,1,8265,2450,10392
3573,1929,8,8498,7697,6842
113890,1610,1,8440,10551,8543
6522,2194,1,8989,3210,5221
9148,665,3,7968,9730,5979
6050,1548,8,8500,272,3493
12284,2010,1,8436,4688,9037
10062,1819,8,8707,2044,11856
5750,534,3,8987,464,8752
12714,52,1,8939,8586,8594
8288,2451,3,8254,8896,984
2976,702,8,8898,7894,11048
10466,2040,8,8906,6306,3799
4718,2231,3,8248,4310,9111
8705,1234,1,8399,5913,7320
11685,1872,8,8930,7072,2692
13636,1417,8,8059,1965,9678
692,676,1,8828,5246,1838
7241,303,1,8576,11536,3505
14153,1570,8,8328,3830,5197
10350,1030,3,8228,7493,11418
875,1715,8,8701,5050,5570
10407,1746,8,8177,5548,7780
8315,1752,3,8248,931,11501
12132,1243,1,9063,99,4864
6628,2228,3,8656,7365,3027
10080,2366,3,8105,6600,148
4135,449,8,8513,4311,4387
10469,299,8,8084,5999,2405
4928,289,8,8117,7134,6664
3244,681,8,8538,10040,4321
5727,1032,3,9062,11366,5190
2834,1087,1,8381,10614,9692
4638,583,1,8909,3039,7662
11952,1645,8,9037,1583,5496
14013,832,8,8356,6616,9618
11427,98,1,7965,7166,5027
6820,1974,1,8228,897,9358
787,715,8,8587,1268,1136
4989,1948,8,8360,10884,4462
2213,153,1,8625,9428,652
11894,919,3,8978,11852,6913
3251,871,1,8781,7486,11657
11389,2027,8,8807,6247,5623
10473,2122,1,8890,2262,9251
14618,203,1,8958,8766,10563
12119,959,1,8299,802,7588
91410,964,1,8497,3407,3489
986,2237,3,8993,2145,11522
1095,1302,1,8097,5737,11453
4513,580,8,8331,8641,4455
11593,1719,8,8112,4963,9977
12711,85,1,8777,6429,6702
2921,644,8,8300,4625,2266
5315,63,8,9034,6945,77
3253,2207,3,8882,6681,8815
1341,982,3,8863,4637,7530
10674,978,3,9029,10795,2164
5354,1965,8,8718,1050,7300
580,2404,1,8540,4816,6358
3278,1231,3,8051,5318,7322
7954,232,3,8427,6722,5887
5337,525,1,7957,9047,2936
2166,149,8,8773,273,7567
3508,2108,3,8116,1453,9767
7418,686,1,8353,2889,6115
9914,692,3,8788,1179,10974
5362,1616,8,8327,10551,4867
13095,2074,1,8858,2931,5318
10405,1309,3,8379,8093,10526
3660,187,3,8735,9240,7839
3910,2295,3,9022,9428,5359
8777,912,8,8527,11028,10391
1004,407,8,8400,10916,1013
14550,2025,1,8598,6364,11912
3499,1234,1,8851,5068,1186
12877,979,1,8110,9864,5019
12764,856,1,8503,7575,8535
7471,1757,8,8999,4898,7574
14915,1557,8,8161,6099,8890
3139,1290,3,8206,3304,6979
5788,2395,8,8452,11025,11016
7405,1070,8,8795,8464,9312
2716,1504,1,8668,4631,1116
10119,2190,1,8150,6527,8417
3982,1861,3,8325,6470,5237
5439,2491,3,8213,8755,10912
924,2260,1,8459,189,9627
2966,631,3,8540,11906,116
5932,958,3,7948,668,9860
13025,608,3,8171,160,6116
13333,1477,8,9055,2329,7073
3215,1233,3,8261,9513,1492
14307,1844,8,8942,1502,2090
6216,127,3,8125,9766,11620
1980,878,8,8930,9515,8437
666,1804,1,8346,9137,3516
10834,2138,8,7999,10138,758
10738,861,3,8220,11862,3520
5786,1262,3,8772,8354,5475
7174,1932,3,8880,3175,4631
12822,748,1,8293,9749,8222
1053,18,8,8325,6054,11664
12157,269,8,8558,664,5317
11629,1145,8,8758,10630,10837
12489,1326,8,8124,4671,4210
6688,2081,1,8017,9142,11057
420,1645,1,8550,203,5225
13839,815,3,8705,1097,5447
3972,205,1,8874,11998,7407
591,1975,8,8810,3148,3655
5066,1519,8,8058,8358,9386
11181,963,8,8441,2822,10658
3235,1332,3,8963,10651,4090
933,312,8,8478,6582,6410
11665,2323,8,8227,2577,907
7977,1101,1,8935,3527,1087
9863,1991,8,8088,11165,5187
147800,1374,1,8838,2243,8194
13659,863,3,8021,863,8447
5217,596,3,8514,2430,10672
10572,925,8,8611,9674,491
13045,1339,8,8084,6908,8941
10160,2076,8,8553,8578,6796
4767,2231,8,8571,8432,8034
12584,459,3,8006,1191,190
4696,2241,3,8960,10649,3418
12813,1341,1,8350,3352,2284
14881,282,8,8438,181,9882
