id_complaint,codeComplaint,status,subject,id_beneficiaryFK,id_providerFK
705,C-705,closed,Service Quality,3900,405
706,C-706,open,Service Quality,144,357
707,C-707,closed,Product Defect,182,14
708,C-708,closed,Late Delivery,585,619
709,C-709,open,Product Defect,1990,468
710,C-710,open,Product Defect,3440,661
711,C-711,open,Product Defect,440,791
712,C-712,open,Product Defect,2709,348
713,C-713,closed,Billing Issue,2981,531
714,C-714,closed,Product Defect,2410,362
715,C-715,open,Billing Issue,3161,177
716,C-716,closed,Product Defect,4142,597
717,C-717,closed,Late Delivery,2029,527
718,C-718,closed,Service Quality,896,639
719,C-719,closed,Product Defect,4629,222
720,C-720,open,Product Defect,937,743
721,C-721,closed,Product Defect,2883,758
722,C-722,open,Product Defect,2673,657
723,C-723,closed,Late Delivery,708,298
724,C-724,closed,Late Delivery,3036,245
725,C-725,closed,Billing Issue,450,550
726,C-726,open,Product Defect,3488,441
727,C-727,open,Product Defect,3278,784
728,C-728,closed,Billing Issue,1682,145
729,C-729,open,Product Defect,3453,303
730,C-730,open,Service Quality,1307,479
731,C-731,closed,Billing Issue,1974,223
732,C-732,closed,Product Defect,2024,454
733,C-733,closed,Billing Issue,1699,285
734,C-734,open,Product Defect,3142,325
735,C-735,closed,Late Delivery,2276,732
736,C-736,closed,Billing Issue,4076,673
737,C-737,closed,Billing Issue,853,145
738,C-738,open,Late Delivery,831,83
739,C-739,closed,Late Delivery,201,541
740,C-740,closed,Billing Issue,4680,361
741,C-741,closed,Service Quality,1113,375
742,C-742,closed,Product Defect,2025,255
743,C-743,closed,Product Defect,554,716
744,C-744,open,Billing Issue,4557,459
745,C-745,open,Billing Issue,928,489
746,C-746,open,Billing Issue,2553,98
747,C-747,closed,Late Delivery,460,791
748,C-748,closed,Late Delivery,1610,797
749,C-749,closed,Service Quality,1886,309
750,C-750,open,Late Delivery,581,231
751,C-751,closed,Late Delivery,1532,251
752,C-752,open,Service Quality,4955,288
753,C-753,closed,Billing Issue,1622,688
754,C-754,open,Late Delivery,1194,401
755,C-755,closed,Late Delivery,1342,344
756,C-756,closed,Service Quality,1509,553
757,C-757,open,Billing Issue,4671,609
758,C-758,closed,Service Quality,1985,598
759,C-759,closed,Product Defect,4991,70
760,C-760,open,Service Quality,3928,648
761,C-761,closed,Service Quality,1329,443
762,C-762,closed,Service Quality,933,245
763,C-763,open,Product Defect,2174,562
764,C-764,closed,Product Defect,3060,441
765,C-765,closed,Product Defect,120,678
766,C-766,open,Late Delivery,3973,511
767,C-767,closed,Service Quality,356,357
768,C-768,closed,Product Defect,411,782
769,C-769,closed,Late Delivery,1830,532
770,C-770,open,Late Delivery,1461,137
771,C-771,closed,Late Delivery,3928,436
772,C-772,open,Service Quality,4043,451
773,C-773,closed,Service Quality,1917,559
774,C-774,open,Billing Issue,793,418
775,C-775,closed,Service Quality,21,398
776,C-776,open,Product Defect,798,499
777,C-777,open,Service Quality,4626,401
778,C-778,closed,Late Delivery,4875,42
779,C-779,closed,Service Quality,3016,379
780,C-780,open,Service Quality,317,175
781,C-781,open,Billing Issue,4181,354
782,C-782,open,Billing Issue,1142,463
783,C-783,open,Product Defect,4516,98
784,C-784,open,Service Quality,474,736
785,C-785,open,Billing Issue,2986,210
786,C-786,closed,Product Defect,4405,96
787,C-787,open,Service Quality,2354,124
788,C-788,closed,Product Defect,3926,693
789,C-789,open,Service Quality,3626,605
790,C-790,closed,Service Quality,1346,781
791,C-791,closed,Billing Issue,1240,668
792,C-792,closed,Billing Issue,3438,482
793,C-793,closed,Late Delivery,2211,130
794,C-794,open,Late Delivery,1690,750
795,C-795,open,Product Defect,4154,281
796,C-796,open,Service Quality,1086,169
797,C-797,closed,Product Defect,3816,465
798,C-798,closed,Service Quality,2649,646
799,C-799,open,Service Quality,1675,355
800,C-800,closed,Late Delivery,2750,668
801,C-801,closed,Service Quality,4203,67
802,C-802,open,Service Quality,3324,693
803,C-803,closed,Late Delivery,1919,69
804,C-804,closed,Billing Issue,29,465
805,C-805,open,Service Quality,1313,715
806,C-806,closed,Product Defect,1363,539
807,C-807,closed,Service Quality,47,189
808,C-808,closed,Service Quality,1139,791
809,C-809,open,Late Delivery,4018,138
810,C-810,closed,Service Quality,3234,731
811,C-811,open,Late Delivery,911,598
812,C-812,closed,Service Quality,4883,49
813,C-813,closed,Service Quality,2933,608
814,C-814,closed,Late Delivery,2369,317
815,C-815,open,Product Defect,888,293
816,C-816,closed,Late Delivery,3723,89
817,C-817,closed,Billing Issue,2535,742
818,C-818,open,Billing Issue,1245,595
819,C-819,open,Product Defect,517,147
820,C-820,closed,Product Defect,556,720
821,C-821,open,Billing Issue,2995,217
822,C-822,closed,Late Delivery,4021,688
823,C-823,open,Late Delivery,1982,271
824,C-824,closed,Billing Issue,2443,299
825,C-825,closed,Billing Issue,1380,510
826,C-826,closed,Billing Issue,132,243
827,C-827,open,Billing Issue,3661,195
828,C-828,open,Late Delivery,1156,764
829,C-829,closed,Product Defect,2434,567
830,C-830,open,Service Quality,3516,781
831,C-831,open,Product Defect,765,10
832,C-832,open,Billing Issue,4181,668
833,C-833,open,Late Delivery,3143,184
834,C-834,open,Product Defect,1886,29
835,C-835,closed,Product Defect,176,74
836,C-836,open,Billing Issue,379,594
837,C-837,closed,Billing Issue,3872,303
838,C-838,open,Product Defect,878,230
839,C-839,closed,Late Delivery,2783,688
840,C-840,closed,Service Quality,1924,563
841,C-841,open,Late Delivery,419,470
842,C-842,closed,Late Delivery,599,550
843,C-843,closed,Product Defect,1756,139
844,C-844,closed,Late Delivery,1403,296
845,C-845,closed,Service Quality,1228,658
846,C-846,closed,Service Quality,411,640
847,C-847,closed,Service Quality,2316,791
848,C-848,closed,Billing Issue,2920,331
849,C-849,open,Product Defect,4562,673
850,C-850,closed,Service Quality,3471,675
851,C-851,closed,Product Defect,3352,94
852,C-852,closed,Service Quality,3199,409
853,C-853,open,Late Delivery,4338,440
854,C-854,closed,Billing Issue,407,520
855,C-855,closed,Product Defect,2555,73
856,C-856,closed,Product Defect,4034,707
857,C-857,open,Billing Issue,561,746
858,C-858,closed,Product Defect,3941,548
859,C-859,closed,Product Defect,3839,364
860,C-860,open,Service Quality,2715,92
861,C-861,open,Product Defect,3665,407
862,C-862,open,Product Defect,2262,707
863,C-863,open,Service Quality,3435,790
864,C-864,closed,Service Quality,2082,627
865,C-865,open,Billing Issue,1355,256
866,C-866,closed,Late Delivery,4201,771
867,C-867,open,Service Quality,3240,324
868,C-868,open,Product Defect,2804,533
869,C-869,closed,Product Defect,4107,2
870,C-870,closed,Service Quality,1349,556
871,C-871,closed,Service Quality,4545,681
872,C-872,open,Product Defect,2077,79
873,C-873,closed,Service Quality,4178,127
874,C-874,open,Late Delivery,270,124
875,C-875,open,Product Defect,2253,693
876,C-876,open,Product Defect,3392,428
877,C-877,closed,Billing Issue,977,631
878,C-878,open,Billing Issue,4047,57
879,C-879,closed,Late Delivery,581,358
880,C-880,open,Service Quality,3367,546
881,C-881,open,Billing Issue,809,37
882,C-882,closed,Service Quality,4036,752
883,C-883,closed,Service Quality,3177,702
884,C-884,open,Late Delivery,2076,394
885,C-885,open,Billing Issue,4346,546
886,C-886,closed,Billing Issue,2094,328
887,C-887,closed,Billing Issue,2320,189
888,C-888,closed,Service Quality,1448,125
889,C-889,closed,Late Delivery,3588,597
890,C-890,closed,Product Defect,1949,540
891,C-891,open,Billing Issue,984,293
892,C-892,closed,Late Delivery,2433,136
893,C-893,open,Billing Issue,4915,479
894,C-894,closed,Product Defect,698,777
895,C-895,open,Product Defect,4389,680
896,C-896,open,Late Delivery,1275,158
897,C-897,closed,Late Delivery,4371,748
898,C-898,closed,Service Quality,2531,236
899,C-899,open,Service Quality,4835,754
900,C-900,closed,Product Defect,2756,200
901,C-901,open,Service Quality,1035,641
902,C-902,open,Late Delivery,2904,370
903,C-903,closed,Billing Issue,1251,576
904,C-904,open,Late Delivery,1440,112
905,C-905,closed,Late Delivery,1386,722
906,C-906,open,Late Delivery,305,57
907,C-907,closed,Late Delivery,320,375
908,C-908,open,Service Quality,2048,112
909,C-909,open,Service Quality,4062,283
910,C-910,open,Late Delivery,750,192
911,C-911,closed,Product Defect,1252,256
912,C-912,open,Billing Issue,1622,655
913,C-913,open,Billing Issue,3946,190
914,C-914,open,Product Defect,1834,324
915,C-915,closed,Late Delivery,2589,537
916,C-916,closed,Billing Issue,506,78
917,C-917,open,Product Defect,1242,611
918,C-918,closed,Service Quality,3355,774
919,C-919,open,Billing Issue,1648,111
920,C-920,open,Late Delivery,1363,57
921,C-921,open,Billing Issue,2240,653
922,C-922,closed,Billing Issue,4232,396
923,C-923,closed,Service Quality,580,586
924,C-924,closed,Billing Issue,282,776
925,C-925,closed,Service Quality,999,252
926,C-926,open,Service Quality,3612,146
927,C-927,closed,Service Quality,179,304
928,C-928,open,Billing Issue,4194,426
929,C-929,closed,Product Defect,3551,740
930,C-930,open,Billing Issue,4555,42
931,C-931,closed,Service Quality,3315,106
932,C-932,closed,Billing Issue,600,316
933,C-933,open,Late Delivery,2255,199
934,C-934,open,Service Quality,1156,93
935,C-935,open,Service Quality,2096,774
936,C-936,closed,Service Quality,602,726
937,C-937,open,Product Defect,1083,722
938,C-938,open,Late Delivery,3331,139
939,C-939,closed,Billing Issue,4021,376
940,C-940,open,Service Quality,4504,625
941,C-941,closed,Service Quality,1122,515
942,C-942,open,Billing Issue,3814,637
943,C-943,closed,Service Quality,4810,245
944,C-944,closed,Product Defect,1839,610
945,C-945,open,Service Quality,4288,141
946,C-946,open,Service Quality,65,196
947,C-947,open,Service Quality,1968,172
948,C-948,open,Billing Issue,4172,403
949,C-949,closed,Service Quality,3718,568
950,C-950,closed,Late Delivery,1,569
951,C-951,open,Product Defect,2330,67
952,C-952,closed,Late Delivery,3569,158
953,C-953,open,Product Defect,4316,52
954,C-954,open,Billing Issue,4816,494
955,C-955,open,Product Defect,3980,291
956,C-956,closed,Service Quality,3791,417
957,C-957,closed,Service Quality,692,456
958,C-958,closed,Product Defect,204,468
959,C-959,closed,Service Quality,2823,155
960,C-960,closed,Product Defect,4842,643
961,C-961,open,Billing Issue,1006,354
962,C-962,closed,Product Defect,1660,324
963,C-963,open,Billing Issue,2426,533
964,C-964,closed,Late Delivery,1126,14
965,C-965,open,Billing Issue,3409,95
966,C-966,closed,Service Quality,2753,433
967,C-967,closed,Service Quality,4736,52
968,C-968,closed,Late Delivery,4113,184
969,C-969,open,Late Delivery,2461,336
970,C-970,open,Late Delivery,2588,1
971,C-971,closed,Service Quality,4053,51
972,C-972,closed,Billing Issue,4882,188
973,C-973,open,Product Defect,2964,485
974,C-974,closed,Billing Issue,1313,108
975,C-975,open,Service Quality,4354,603
976,C-976,closed,Late Delivery,2248,334
977,C-977,closed,Service Quality,1403,70
978,C-978,open,Billing Issue,775,318
979,C-979,open,Late Delivery,154,626
980,C-980,closed,Late Delivery,2096,64
981,C-981,open,Service Quality,4856,108
982,C-982,open,Service Quality,281,610
983,C-983,closed,Billing Issue,3075,135
984,C-984,open,Billing Issue,3803,777
985,C-985,open,Billing Issue,3974,99
986,C-986,open,Service Quality,1427,703
987,C-987,open,Service Quality,2009,32
988,C-988,open,Late Delivery,1184,429
989,C-989,closed,Billing Issue,3461,782
990,C-990,closed,Service Quality,1625,669
991,C-991,closed,Product Defect,2567,316
992,C-992,closed,Product Defect,1946,258
993,C-993,closed,Late Delivery,1366,690
994,C-994,closed,Billing Issue,3036,621
995,C-995,open,Service Quality,1379,214
996,C-996,open,Billing Issue,1852,345
997,C-997,closed,Product Defect,4040,617
998,C-998,open,Service Quality,1648,28
999,C-999,closed,Late Delivery,1033,211
1000,C-1000,open,Billing Issue,2220,583
1001,C-1001,open,Billing Issue,4025,349
1002,C-1002,closed,Billing Issue,1943,208
1003,C-1003,open,Service Quality,1370,590
1004,C-1004,closed,Late Delivery,3576,144
1005,C-1005,open,Service Quality,1189,776
1006,C-1006,open,Billing Issue,3300,81
1007,C-1007,closed,Billing Issue,343,326
1008,C-1008,closed,Late Delivery,2389,74
1009,C-1009,closed,Service Quality,4846,187
1010,C-1010,closed,Service Quality,1394,413
1011,C-1011,open,Late Delivery,1948,514
1012,C-1012,closed,Billing Issue,1988,691
1013,C-1013,closed,Late Delivery,635,563
1014,C-1014,open,Product Defect,4992,428
1015,C-1015,open,Billing Issue,988,30
1016,C-1016,open,Late Delivery,4734,455
1017,C-1017,closed,Billing Issue,2906,731
1018,C-1018,open,Service Quality,3327,567
1019,C-1019,closed,Service Quality,3338,765
1020,C-1020,open,Service Quality,2025,593
1021,C-1021,open,Late Delivery,1834,510
1022,C-1022,open,Late Delivery,231,739
1023,C-1023,open,Late Delivery,4512,648
1024,C-1024,closed,Product Defect,26,177
1025,C-1025,open,Late Delivery,2386,141
1026,C-1026,open,Service Quality,1346,648
1027,C-1027,closed,Service Quality,2834,541
1028,C-1028,open,Billing Issue,4315,389
1029,C-1029,closed,Billing Issue,4838,57
1030,C-1030,closed,Billing Issue,1058,685
1031,C-1031,open,Product Defect,4907,136
1032,C-1032,closed,Billing Issue,4259,575
1033,C-1033,closed,Late Delivery,3951,128
1034,C-1034,open,Product Defect,4734,239
1035,C-1035,open,Billing Issue,2444,420
1036,C-1036,closed,Product Defect,3408,198
1037,C-1037,open,Product Defect,4338,724
1038,C-1038,open,Service Quality,1201,342
1039,C-1039,closed,Billing Issue,4789,479
1040,C-1040,open,Late Delivery,3515,309
1041,C-1041,closed,Product Defect,2268,461
1042,C-1042,open,Billing Issue,2088,786
1043,C-1043,closed,Service Quality,852,703
1044,C-1044,open,Late Delivery,155,206
1045,C-1045,closed,Billing Issue,2657,14
1046,C-1046,closed,Product Defect,1965,576
1047,C-1047,closed,Billing Issue,3587,301
1048,C-1048,closed,Billing Issue,4289,192
1049,C-1049,open,Product Defect,4783,284
1050,C-1050,open,Late Delivery,1594,477
1051,C-1051,open,Billing Issue,4381,759
1052,C-1052,open,Late Delivery,3755,231
1053,C-1053,open,Product Defect,1296,680
1054,C-1054,open,Billing Issue,2107,673
1055,C-1055,open,Service Quality,3303,377
1056,C-1056,closed,Product Defect,1922,141
1057,C-1057,open,Late Delivery,1404,538
1058,C-1058,open,Product Defect,3791,346
1059,C-1059,closed,Late Delivery,4893,135
1060,C-1060,closed,Late Delivery,1394,394
1061,C-1061,closed,Service Quality,50,568
1062,C-1062,open,Billing Issue,3401,374
1063,C-1063,open,Late Delivery,3211,163
1064,C-1064,open,Billing Issue,1454,653
1065,C-1065,open,Billing Issue,3059,95
1066,C-1066,open,Late Delivery,2842,241
1067,C-1067,closed,Service Quality,987,774
1068,C-1068,closed,Service Quality,4510,294
1069,C-1069,closed,Late Delivery,3750,252
1070,C-1070,closed,Late Delivery,2750,460
1071,C-1071,closed,Late Delivery,183,93
1072,C-1072,open,Late Delivery,3371,472
1073,C-1073,closed,Billing Issue,2817,629
1074,C-1074,closed,Billing Issue,89,448
1075,C-1075,closed,Late Delivery,1030,516
1076,C-1076,open,Product Defect,48,107
1077,C-1077,open,Product Defect,291,203
1078,C-1078,closed,Late Delivery,4178,459
1079,C-1079,closed,Billing Issue,1426,743
1080,C-1080,open,Product Defect,2008,674
1081,C-1081,open,Product Defect,4994,672
1082,C-1082,closed,Late Delivery,4532,79
1083,C-1083,closed,Product Defect,1425,54
1084,C-1084,closed,Late Delivery,2320,514
1085,C-1085,open,Billing Issue,4395,508
1086,C-1086,open,Service Quality,2678,775
1087,C-1087,open,Late Delivery,1219,422
1088,C-1088,closed,Late Delivery,4374,272
1089,C-1089,open,Product Defect,4020,695
1090,C-1090,closed,Late Delivery,766,337
1091,C-1091,closed,Late Delivery,2733,157
1092,C-1092,open,Billing Issue,3773,103
1093,C-1093,open,Billing Issue,1562,519
1094,C-1094,open,Late Delivery,2395,560
1095,C-1095,open,Billing Issue,3153,496
1096,C-1096,closed,Service Quality,2875,180
1097,C-1097,open,Service Quality,3016,244
1098,C-1098,closed,Service Quality,2022,647
1099,C-1099,open,Late Delivery,4894,32
1100,C-1100,open,Billing Issue,485,253
1101,C-1101,open,Billing Issue,1423,745
1102,C-1102,closed,Product Defect,4497,435
1103,C-1103,open,Billing Issue,4380,355
1104,C-1104,open,Service Quality,2516,685
1105,C-1105,closed,Product Defect,4158,62
1106,C-1106,open,Late Delivery,3752,781
1107,C-1107,open,Service Quality,601,213
1108,C-1108,closed,Service Quality,1786,780
1109,C-1109,closed,Service Quality,408,342
1110,C-1110,closed,Late Delivery,1953,17
1111,C-1111,open,Product Defect,3804,493
1112,C-1112,open,Service Quality,350,86
1113,C-1113,closed,Late Delivery,671,53
1114,C-1114,closed,Late Delivery,2179,355
1115,C-1115,closed,Product Defect,4943,631
1116,C-1116,open,Product Defect,4647,557
1117,C-1117,open,Product Defect,1640,126
1118,C-1118,closed,Billing Issue,2669,756
1119,C-1119,open,Service Quality,2650,578
1120,C-1120,open,Billing Issue,4285,242
1121,C-1121,open,Late Delivery,1940,481
1122,C-1122,closed,Billing Issue,892,528
1123,C-1123,open,Service Quality,2286,72
1124,C-1124,closed,Billing Issue,80,134
1125,C-1125,closed,Billing Issue,3995,222
1126,C-1126,closed,Product Defect,2739,83
1127,C-1127,open,Billing Issue,4151,76
1128,C-1128,open,Service Quality,1523,508
1129,C-1129,closed,Late Delivery,340,535
1130,C-1130,closed,Service Quality,3425,253
1131,C-1131,open,Late Delivery,2386,19
1132,C-1132,open,Product Defect,3099,281
1133,C-1133,closed,Billing Issue,337,83
1134,C-1134,open,Billing Issue,4403,717
1135,C-1135,closed,Service Quality,4981,778
1136,C-1136,open,Product Defect,1682,255
1137,C-1137,open,Service Quality,2730,734
1138,C-1138,open,Billing Issue,1038,50
1139,C-1139,closed,Product Defect,3620,727
1140,C-1140,closed,Late Delivery,4892,735
1141,C-1141,open,Billing Issue,2006,500
1142,C-1142,closed,Product Defect,524,425
1143,C-1143,open,Billing Issue,149,198
1144,C-1144,closed,Billing Issue,3823,367
1145,C-1145,open,Service Quality,960,773
1146,C-1146,open,Service Quality,1002,468
1147,C-1147,open,Billing Issue,1427,537
1148,C-1148,closed,Late Delivery,2840,565
1149,C-1149,open,Late Delivery,1034,514
1150,C-1150,closed,Product Defect,4493,592
1151,C-1151,open,Product Defect,2335,509
1152,C-1152,open,Product Defect,3811,141
1153,C-1153,closed,Billing Issue,3351,710
1154,C-1154,open,Late Delivery,3104,482
1155,C-1155,closed,Service Quality,2018,544
1156,C-1156,open,Service Quality,3181,424
1157,C-1157,closed,Service Quality,3475,303
1158,C-1158,closed,Billing Issue,4375,375
1159,C-1159,open,Late Delivery,616,59
1160,C-1160,open,Billing Issue,1058,668
1161,C-1161,closed,Product Defect,3176,73
1162,C-1162,open,Service Quality,4371,70
1163,C-1163,open,Late Delivery,4428,498
1164,C-1164,closed,Product Defect,4446,356
1165,C-1165,open,Billing Issue,461,621
1166,C-1166,closed,Product Defect,156,630
1167,C-1167,open,Service Quality,4126,469
1168,C-1168,closed,Billing Issue,2565,686
1169,C-1169,closed,Billing Issue,47,609
1170,C-1170,open,Product Defect,2344,660
1171,C-1171,closed,Late Delivery,4881,301
1172,C-1172,closed,Service Quality,708,584
1173,C-1173,closed,Service Quality,4908,665
1174,C-1174,open,Product Defect,4793,410
1175,C-1175,closed,Service Quality,3256,557
1176,C-1176,closed,Product Defect,1793,752
1177,C-1177,open,Late Delivery,745,614
1178,C-1178,open,Billing Issue,4759,510
1179,C-1179,closed,Product Defect,3590,481
1180,C-1180,open,Service Quality,3526,629
1181,C-1181,open,Billing Issue,2687,698
1182,C-1182,closed,Product Defect,1448,337
1183,C-1183,open,Product Defect,325,770
1184,C-1184,closed,Product Defect,4343,681
1185,C-1185,open,Late Delivery,2870,678
1186,C-1186,closed,Late Delivery,1235,155
1187,C-1187,open,Product Defect,3592,232
1188,C-1188,open,Late Delivery,3914,634
1189,C-1189,closed,Product Defect,294,239
1190,C-1190,closed,Product Defect,2460,349
1191,C-1191,closed,Service Quality,3620,444
1192,C-1192,open,Product Defect,899,190
1193,C-1193,open,Billing Issue,628,551
1194,C-1194,open,Product Defect,650,596
1195,C-1195,open,Late Delivery,934,119
1196,C-1196,open,Late Delivery,3134,560
1197,C-1197,open,Late Delivery,1160,206
1198,C-1198,closed,Product Defect,2561,117
1199,C-1199,closed,Product Defect,3328,148
1200,C-1200,closed,Billing Issue,3604,197
1201,C-1201,closed,Billing Issue,4713,286
1202,C-1202,closed,Billing Issue,2208,712
1203,C-1203,closed,Late Delivery,2631,525
1204,C-1204,open,Product Defect,506,663
1205,C-1205,closed,Billing Issue,1410,635
1206,C-1206,closed,Late Delivery,4895,411
1207,C-1207,open,Service Quality,4028,364
1208,C-1208,open,Billing Issue,657,280
1209,C-1209,open,Product Defect,227,587
1210,C-1210,closed,Service Quality,1292,556
1211,C-1211,closed,Late Delivery,1788,109
1212,C-1212,closed,Service Quality,782,785
1213,C-1213,closed,Billing Issue,2282,786
1214,C-1214,closed,Billing Issue,3959,284
1215,C-1215,open,Billing Issue,4917,166
1216,C-1216,closed,Late Delivery,3498,134
1217,C-1217,closed,Late Delivery,1078,754
1218,C-1218,open,Billing Issue,4896,693
1219,C-1219,closed,Service Quality,1480,482
1220,C-1220,open,Billing Issue,4291,603
1221,C-1221,open,Billing Issue,3933,466
1222,C-1222,closed,Product Defect,945,441
1223,C-1223,closed,Product Defect,3892,682
1224,C-1224,closed,Late Delivery,596,487
1225,C-1225,open,Product Defect,1625,731
1226,C-1226,open,Product Defect,1191,787
1227,C-1227,open,Service Quality,890,353
1228,C-1228,closed,Product Defect,1553,791
1229,C-1229,open,Service Quality,1428,638
1230,C-1230,open,Product Defect,4210,253
1231,C-1231,open,Late Delivery,1095,269
1232,C-1232,open,Billing Issue,86,250
1233,C-1233,closed,Late Delivery,3760,495
1234,C-1234,open,Billing Issue,3907,362
1235,C-1235,open,Service Quality,95,407
1236,C-1236,closed,Billing Issue,1040,675
1237,C-1237,closed,Product Defect,2110,792
1238,C-1238,closed,Late Delivery,3129,517
1239,C-1239,closed,Late Delivery,1440,359
1240,C-1240,closed,Service Quality,2044,431
1241,C-1241,open,Late Delivery,4953,390
1242,C-1242,open,Product Defect,1954,714
1243,C-1243,closed,Product Defect,1640,701
1244,C-1244,open,Service Quality,1762,260
1245,C-1245,open,Billing Issue,960,43
1246,C-1246,closed,Service Quality,633,729
1247,C-1247,open,Billing Issue,3880,108
1248,C-1248,open,Billing Issue,1411,482
1249,C-1249,closed,Late Delivery,3950,338
1250,C-1250,closed,Product Defect,3446,480
1251,C-1251,open,Billing Issue,72,63
1252,C-1252,closed,Late Delivery,2116,28
1253,C-1253,closed,Product Defect,4961,626
1254,C-1254,open,Late Delivery,1540,591
1255,C-1255,open,Late Delivery,3725,726
1256,C-1256,open,Late Delivery,537,442
1257,C-1257,open,Billing Issue,4815,229
1258,C-1258,closed,Late Delivery,1579,700
1259,C-1259,open,Product Defect,4012,512
1260,C-1260,open,Service Quality,2819,378
1261,C-1261,closed,Service Quality,1247,175
1262,C-1262,open,Late Delivery,2503,727
1263,C-1263,open,Service Quality,893,273
1264,C-1264,open,Service Quality,4172,175
1265,C-1265,open,Billing Issue,4263,720
1266,C-1266,open,Billing Issue,2981,498
1267,C-1267,closed,Late Delivery,3015,564
1268,C-1268,closed,Late Delivery,2220,671
1269,C-1269,open,Late Delivery,4416,758
1270,C-1270,open,Service Quality,1232,338
1271,C-1271,closed,Billing Issue,4005,500
1272,C-1272,closed,Billing Issue,3846,501
1273,C-1273,open,Billing Issue,1516,767
1274,C-1274,closed,Service Quality,1740,234
1275,C-1275,open,Service Quality,919,311
1276,C-1276,open,Late Delivery,2443,239
1277,C-1277,open,Service Quality,3427,491
1278,C-1278,closed,Billing Issue,4144,797
1279,C-1279,closed,Late Delivery,1504,702
1280,C-1280,closed,Service Quality,1511,443
1281,C-1281,closed,Late Delivery,3314,703
1282,C-1282,closed,Late Delivery,4970,453
1283,C-1283,open,Product Defect,4834,296
1284,C-1284,open,Service Quality,4679,294
1285,C-1285,open,Product Defect,4346,249
1286,C-1286,closed,Product Defect,1035,408
1287,C-1287,closed,Billing Issue,4604,562
1288,C-1288,open,Billing Issue,3218,767
1289,C-1289,open,Billing Issue,3178,768
1290,C-1290,closed,Service Quality,1785,160
1291,C-1291,open,Product Defect,2374,82
1292,C-1292,open,Service Quality,336,114
1293,C-1293,open,Billing Issue,2783,65
1294,C-1294,closed,Late Delivery,3826,32
1295,C-1295,open,Service Quality,799,701
1296,C-1296,open,Product Defect,514,763
1297,C-1297,closed,Late Delivery,814,753
1298,C-1298,closed,Service Quality,1479,59
1299,C-1299,open,Late Delivery,2025,164
1300,C-1300,closed,Service Quality,3163,80
1301,C-1301,open,Service Quality,2034,730
1302,C-1302,closed,Product Defect,966,289
1303,C-1303,closed,Billing Issue,154,195
1304,C-1304,closed,Late Delivery,3955,292
1305,C-1305,open,Billing Issue,2491,749
1306,C-1306,closed,Billing Issue,1888,137
1307,C-1307,closed,Product Defect,3358,142
1308,C-1308,open,Service Quality,4602,293
1309,C-1309,open,Product Defect,1284,633
1310,C-1310,open,Billing Issue,1398,613
1311,C-1311,open,Product Defect,3992,390
1312,C-1312,closed,Billing Issue,2239,464
1313,C-1313,closed,Billing Issue,1498,454
1314,C-1314,closed,Product Defect,1657,544
1315,C-1315,open,Billing Issue,3195,324
1316,C-1316,open,Late Delivery,2570,559
1317,C-1317,closed,Service Quality,3488,174
1318,C-1318,open,Service Quality,1551,381
1319,C-1319,open,Billing Issue,2702,406
1320,C-1320,open,Product Defect,695,14
1321,C-1321,closed,Late Delivery,80,460
1322,C-1322,open,Product Defect,2241,714
1323,C-1323,open,Billing Issue,439,452
1324,C-1324,open,Late Delivery,1611,310
1325,C-1325,open,Billing Issue,4171,421
1326,C-1326,closed,Service Quality,747,365
1327,C-1327,open,Service Quality,1434,379
1328,C-1328,open,Product Defect,1737,643
1329,C-1329,open,Product Defect,4661,101
1330,C-1330,open,Billing Issue,1241,98
1331,C-1331,open,Service Quality,4587,656
1332,C-1332,closed,Billing Issue,4330,62
1333,C-1333,open,Product Defect,4457,50
1334,C-1334,closed,Late Delivery,571,762
1335,C-1335,closed,Billing Issue,2277,164
1336,C-1336,closed,Billing Issue,4327,268
1337,C-1337,open,Service Quality,2165,317
1338,C-1338,open,Billing Issue,3776,456
1339,C-1339,closed,Product Defect,2007,768
1340,C-1340,open,Late Delivery,2091,205
1341,C-1341,closed,Service Quality,4768,684
1342,C-1342,open,Billing Issue,2112,133
1343,C-1343,open,Late Delivery,3108,328
1344,C-1344,open,Product Defect,3782,383
1345,C-1345,open,Billing Issue,3292,58
1346,C-1346,open,Late Delivery,1558,466
1347,C-1347,open,Product Defect,4965,680
1348,C-1348,closed,Product Defect,3603,645
1349,C-1349,closed,Late Delivery,3530,25
1350,C-1350,open,Late Delivery,3928,619
1351,C-1351,closed,Billing Issue,2822,664
1352,C-1352,closed,Product Defect,344,102
1353,C-1353,open,Service Quality,706,781
1354,C-1354,closed,Product Defect,2787,648
1355,C-1355,closed,Late Delivery,103,245
1356,C-1356,closed,Billing Issue,3204,30
1357,C-1357,closed,Billing Issue,3636,597
1358,C-1358,open,Late Delivery,3070,472
1359,C-1359,open,Service Quality,4559,105
1360,C-1360,closed,Late Delivery,4483,267
1361,C-1361,open,Billing Issue,3856,172
1362,C-1362,open,Billing Issue,1351,654
1363,C-1363,closed,Product Defect,2485,594
1364,C-1364,closed,Billing Issue,2370,250
1365,C-1365,open,Product Defect,1815,43
1366,C-1366,closed,Billing Issue,3506,669
1367,C-1367,closed,Billing Issue,2599,454
1368,C-1368,closed,Billing Issue,3631,30
1369,C-1369,closed,Service Quality,2256,624
1370,C-1370,closed,Late Delivery,538,615
1371,C-1371,open,Product Defect,3849,593
